chiave,record_id,file,regione_codice,regione_finale,provincia_finale,comune_finale,nome_originale,nome_canonico,nome_norm_stat,tipo_originale,tipo_standard,macro_categoria,fonte_territorializzazione,stato_osservazione,ruoli_documentali,ruolo_attore,ruolo_firmatario,ruolo_proponente,ente_capofila,note,cf,codice_soggetti_questionari,denominazione_soggetti_questionari,codice_aggregazione_2,descrizione_aggregazione_2
CASE RIFUGIO||Case Rifugio||||Lazio,144_0032,12_2406_rta_12_241003111748_4166---ACCORDOMUNICIPIOROMAVeDIPPARIOPPROMACAPITALE_DD.txt,12,Lazio,,,Case Rifugio,Case Rifugio,CASE RIFUGIO,Case Rifugio,Case Rifugio,CAV e protezione,nome,valido_localizzato,attore,1,0,0,,citati come parte della rete,,2,Case Rifugio,1,CAV
CASE RIFUGIO||Case Rifugio||||Lazio,149_0004,12_2406_rta_12_241003114137_4166---PROTOCOLLODIINTESAROMAVOLLEYEDD.txt,12,Lazio,,,Case Rifugio,Case Rifugio,CASE RIFUGIO,Case Rifugio,Case Rifugio,CAV e protezione,nome,valido_localizzato,,0,0,0,,gestite da Differenza Donna,,2,Case Rifugio,1,CAV
CASE RIFUGIO||Case Rifugio||||Lazio,150_0014,12_2406_rta_12_241003114931_4166---ProtocollodiintesaDifferenzaDonnaeMunicipio13.txt,12,Lazio,,,Case Rifugio,Case Rifugio,CASE RIFUGIO,Case Rifugio,Case Rifugio,CAV e protezione,nome,valido_localizzato,,0,0,0,,citati come luoghi di trasformazione culturale e sociale,,2,Case Rifugio,1,CAV
CASE RIFUGIO||Case Rifugio||||Lazio,157_0004,12_2406_rta_12_241004091505_4166---4ProtCAVPAOLALATTESEnjoi(2).txt,12,Lazio,,,Case Rifugio,Case Rifugio,CASE RIFUGIO,Case Rifugio,Case Rifugio,CAV e protezione,nome,valido_localizzato,,0,0,0,,Citato come soggetto proponente in una delle opzioni multiple,,2,Case Rifugio,1,CAV
CASE RIFUGIO||Case Rifugio||||Lazio,168_0024,12_2406_rta_12_241004114912_4166---ProtocolloRetePrantiviolenzaFrosinone.txt,12,Lazio,,,case rifugio,case rifugio,CASE RIFUGIO,Case Rifugio,Case Rifugio,CAV e protezione,nome,valido_localizzato,,0,0,0,,Luogo in cui operano le organizzazioni,,2,Case Rifugio,1,CAV
CASE RIFUGIO||Case Rifugio||||Lazio,169_0025,12_2406_rta_12_241004130514_4166---PROTOCOLLODIINTESAPERLAPROMOZIONEDISTRATEGIECONDIVISESULFENOMENODELLAVIOLENZADIGENERE(1).txt,12,Lazio,,,case rifugio,case rifugio,CASE RIFUGIO,Case Rifugio,Case Rifugio,CAV e protezione,nome,valido_localizzato,,0,0,0,,"Categoria collettiva, citata",,2,Case Rifugio,1,CAV
CASE RIFUGIO||Case Rifugio||||Lazio,174_0015,12_2406_rta_12_241004141331_4166---ConvenzioneconilComunediCECCANO.txt,12,Lazio,,,Case rifugio,Case rifugio,CASE RIFUGIO,Case Rifugio,Case Rifugio,CAV e protezione,nome,valido_localizzato,,0,0,0,,Strutture di protezione vittime di violenza; destinatarie risorse e rete,,2,Case Rifugio,1,CAV
SERVIZI TERRITORIALI COMPETENTI PER LA TUTELA DEI MINORI||Servizi sociali comunali||||Lazio,114_0017,12_2406_rta_12_240926134140_4166---Protocollointesa.txt,12,Lazio,,,servizi territoriali competenti per la tutela dei minori,servizi territoriali competenti per la tutela dei minori,SERVIZI TERRITORIALI COMPETENTI PER LA TUTELA DEI MINORI,Servizi sociali comunali,Servizi sociali comunali,Servizi comunali,nome,valido_localizzato,,0,0,0,,,,6,Servizi sociali comunali,3,Servizi comunali
SERVIZI TERRITORIALI COMPETENTI PER LA TUTELA DEI MINORI||Servizi sociali comunali||||Lazio,168_0028,12_2406_rta_12_241004114912_4166---ProtocolloRetePrantiviolenzaFrosinone.txt,12,Lazio,,,servizi territoriali competenti per la tutela dei minori,servizi territoriali competenti per la tutela dei minori,SERVIZI TERRITORIALI COMPETENTI PER LA TUTELA DEI MINORI,Servizi sociali comunali,Servizi sociali comunali,Servizi comunali,nome,valido_localizzato,,0,0,0,,,,6,Servizi sociali comunali,3,Servizi comunali
SERVIZI TERRITORIALI COMPETENTI PER LA TUTELA DEI MINORI||Servizi sociali comunali||||Lazio,169_0026,12_2406_rta_12_241004130514_4166---PROTOCOLLODIINTESAPERLAPROMOZIONEDISTRATEGIECONDIVISESULFENOMENODELLAVIOLENZADIGENERE(1).txt,12,Lazio,,,servizi territoriali competenti per la tutela dei minori,servizi territoriali competenti per la tutela dei minori,SERVIZI TERRITORIALI COMPETENTI PER LA TUTELA DEI MINORI,Servizi sociali comunali,Servizi sociali comunali,Servizi comunali,nome,valido_localizzato,,0,0,0,,,,6,Servizi sociali comunali,3,Servizi comunali
SERVIZI TERRITORIALI COMPETENTI PER LA TUTELA DEI MINORI||Servizi sociali comunali||||Lazio,170_0029,12_2406_rta_12_241004133706_4166---ProtocollodiretePREFETTURAFrosinone(1).txt,12,Lazio,,,servizi territoriali competenti per la tutela dei minori,servizi territoriali competenti per la tutela dei minori,SERVIZI TERRITORIALI COMPETENTI PER LA TUTELA DEI MINORI,Servizi sociali comunali,Servizi sociali comunali,Servizi comunali,nome,valido_localizzato,,0,0,0,,Coinvolti nelle reti antiviolenza,,6,Servizi sociali comunali,3,Servizi comunali
SERVIZI SOCIALI||Servizi sociali comunali||||Lazio,114_0018,12_2406_rta_12_240926134140_4166---Protocollointesa.txt,12,Lazio,,,servizi sociali,Servizi sociali,SERVIZI SOCIALI,Servizi sociali comunali,Servizi sociali comunali,Servizi comunali,nome,generico,,0,0,0,,,,6,Servizi sociali comunali,3,Servizi comunali
SERVIZI SOCIALI||Servizi sociali comunali||||Lazio,115_0004,12_2406_rta_12_240926135421_4166---3protCAVFRANCARAME-28-30(1).txt,12,Lazio,,,Servizi Sociali,Servizi sociali,SERVIZI SOCIALI,Servizi sociali comunali,Servizi sociali comunali,Servizi comunali,nome,generico,attore,1,0,0,,coinvolti nel trattamento della violenza alle donne e ai minorenni,,6,Servizi sociali comunali,3,Servizi comunali
SERVIZI SOCIALI||Servizi sociali comunali||||Lazio,116_0003,12_2406_rta_12_240926140522_4166---4ProtintCAVFRANCARAME-38-41(1).txt,12,Lazio,,,Servizi Sociali,Servizi sociali,SERVIZI SOCIALI,Servizi sociali comunali,Servizi sociali comunali,Servizi comunali,nome,generico,attore,1,0,0,,,,6,Servizi sociali comunali,3,Servizi comunali
SERVIZI SOCIALI||Servizi sociali comunali||||Lazio,121_0004,12_2406_rta_12_241002105403_4166---2ProtCAVSAPIENZA-HAPPYCOACHINGANDCOUNSELING.txt,12,Lazio,,,Servizi Sociali,Servizi sociali,SERVIZI SOCIALI,Servizi sociali comunali,Servizi sociali comunali,Servizi comunali,nome,generico,attore,1,0,0,,citati nel contesto delle attività di scambio di informazioni e trattamento della violenza,,6,Servizi sociali comunali,3,Servizi comunali
SERVIZI SOCIALI||Servizi sociali comunali||||Lazio,142_0004,12_2406_rta_12_241003110309_4166---ProtocollodiIntesaMunicipio1eDD.txt,12,Lazio,,,Servizi Sociali,Servizi sociali,SERVIZI SOCIALI,Servizi sociali comunali,Servizi sociali comunali,Servizi comunali,nome,generico,attore,1,0,0,,Servizi sociali del Municipio coinvolti nel protocollo,,6,Servizi sociali comunali,3,Servizi comunali
SERVIZI SOCIALI||Servizi sociali comunali||||Lazio,154_0014,12_2406_rta_12_241003121816_4166---Copiadi1.PROTOCOLLOTAVOLOINTERISTITUZIONALE.txt,12,Lazio,,,Servizi sociali,Servizi sociali,SERVIZI SOCIALI,Altro,Servizi sociali comunali,Servizi comunali,nome,generico,,0,0,0,,Citati come autori di relazioni per i Tribunali,,6,Servizi sociali comunali,3,Servizi comunali
SERVIZI SOCIALI||Servizi sociali comunali||||Lazio,158_0007,12_2406_rta_12_241004092644_4166---5potCAVPAOLALATTESnantes(1).txt,12,Lazio,,,servizi sociali,Servizi sociali,SERVIZI SOCIALI,Servizi sociali comunali,Servizi sociali comunali,Servizi comunali,nome,generico,,0,0,0,,Indicati come parte della rete istituzionale citata nel protocollo,,6,Servizi sociali comunali,3,Servizi comunali
SERVIZI SOCIALI||Servizi sociali comunali||||Lazio,166_0003,12_2406_rta_12_241004113215_4166---Protocollod'intesaP.L.Cerveteri-BeFree.txt,12,Lazio,,,Servizi Sociali,Servizi sociali,SERVIZI SOCIALI,Servizi sociali comunali,Servizi sociali comunali,Servizi comunali,nome,generico,,0,0,0,,menzionati come servizi di riferimento per l'accesso delle donne,,6,Servizi sociali comunali,3,Servizi comunali
SERVIZI SOCIALI||Servizi sociali comunali||||Lazio,168_0029,12_2406_rta_12_241004114912_4166---ProtocolloRetePrantiviolenzaFrosinone.txt,12,Lazio,,,servizi sociali,Servizi sociali,SERVIZI SOCIALI,Servizi sociali comunali,Servizi sociali comunali,Servizi comunali,nome,generico,,0,0,0,,,,6,Servizi sociali comunali,3,Servizi comunali
SERVIZI SOCIALI||Servizi sociali comunali||||Lazio,169_0027,12_2406_rta_12_241004130514_4166---PROTOCOLLODIINTESAPERLAPROMOZIONEDISTRATEGIECONDIVISESULFENOMENODELLAVIOLENZADIGENERE(1).txt,12,Lazio,,,servizi sociali,Servizi sociali,SERVIZI SOCIALI,Servizi sociali comunali,Servizi sociali comunali,Servizi comunali,nome,generico,,0,0,0,,,,6,Servizi sociali comunali,3,Servizi comunali
SERVIZI SOCIALI||Servizi sociali comunali||||Lazio,170_0030,12_2406_rta_12_241004133706_4166---ProtocollodiretePREFETTURAFrosinone(1).txt,12,Lazio,,,servizi sociali,Servizi sociali,SERVIZI SOCIALI,Servizi sociali comunali,Servizi sociali comunali,Servizi comunali,nome,generico,,0,0,0,,,,6,Servizi sociali comunali,3,Servizi comunali
CENTRI PER L'IMPIEGO||Servizi per l'impiego||||Lazio,114_0019,12_2406_rta_12_240926134140_4166---Protocollointesa.txt,12,Lazio,,,centri per l'impiego,centri per l'impiego,CENTRI PER L'IMPIEGO,Servizi per l'impiego,Servizi per l'impiego,Territorio,nome,valido_localizzato,,0,0,0,,,,26,Servizi per l'impiego,6,Territorio
CENTRI PER L'IMPIEGO||Servizi per l'impiego||||Lazio,168_0030,12_2406_rta_12_241004114912_4166---ProtocolloRetePrantiviolenzaFrosinone.txt,12,Lazio,,,centri per l'impiego,centri per l'impiego,CENTRI PER L'IMPIEGO,Servizi per l'impiego,Servizi per l'impiego,Territorio,nome,valido_localizzato,,0,0,0,,,,26,Servizi per l'impiego,6,Territorio
CENTRI PER L'IMPIEGO||Servizi per l'impiego||||Lazio,169_0028,12_2406_rta_12_241004130514_4166---PROTOCOLLODIINTESAPERLAPROMOZIONEDISTRATEGIECONDIVISESULFENOMENODELLAVIOLENZADIGENERE(1).txt,12,Lazio,,,centri per l'impiego,centri per l'impiego,CENTRI PER L'IMPIEGO,Servizi per l'impiego,Servizi per l'impiego,Territorio,nome,valido_localizzato,,0,0,0,,,,26,Servizi per l'impiego,6,Territorio
CENTRI PER L'IMPIEGO||Servizi per l'impiego||||Lazio,170_0031,12_2406_rta_12_241004133706_4166---ProtocollodiretePREFETTURAFrosinone(1).txt,12,Lazio,,,centri per l'impiego,centri per l'impiego,CENTRI PER L'IMPIEGO,Servizi per l'impiego,Servizi per l'impiego,Territorio,nome,valido_localizzato,,0,0,0,,Coinvolti per l'inclusione lavorativa,,26,Servizi per l'impiego,6,Territorio
CENTRI PER L'IMPIEGO||Servizi per l'impiego||||Lazio,188_0015,12_2406_rta_12_241008145357_4166---Protocollointeristituzionale2023.txt,12,Lazio,,,centri per l'impiego,centri per l'impiego,CENTRI PER L'IMPIEGO,Servizi per l'impiego,Servizi per l'impiego,Territorio,nome,valido_localizzato,,0,0,0,,,,26,Servizi per l'impiego,6,Territorio
ENTI LOCALI||Comuni||||Lazio,114_0020,12_2406_rta_12_240926134140_4166---Protocollointesa.txt,12,Lazio,,,enti locali,enti locali,ENTI LOCALI,Comuni,Comuni,Servizi comunali,nome,valido_localizzato,,0,0,0,,,,3,Comuni,3,Servizi comunali
ENTI LOCALI||Comuni||||Lazio,169_0029,12_2406_rta_12_241004130514_4166---PROTOCOLLODIINTESAPERLAPROMOZIONEDISTRATEGIECONDIVISESULFENOMENODELLAVIOLENZADIGENERE(1).txt,12,Lazio,,,enti locali,enti locali,ENTI LOCALI,Comuni,Comuni,Servizi comunali,nome,valido_localizzato,,0,0,0,,Menziati in forma collettiva,,3,Comuni,3,Servizi comunali
ENTI LOCALI||Comuni||||Lazio,170_0032,12_2406_rta_12_241004133706_4166---ProtocollodiretePREFETTURAFrosinone(1).txt,12,Lazio,,,enti locali,enti locali,ENTI LOCALI,Comuni,Comuni,Servizi comunali,nome,valido_localizzato,,0,0,0,,Coinvolti per autonomia abitativa,,3,Comuni,3,Servizi comunali
ENTI LOCALI||Comuni||||Lazio,177_0017,12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.txt,12,Lazio,,,Enti Locali,Enti Locali,ENTI LOCALI,Comuni,Comuni,Servizi comunali,nome,valido_localizzato,,0,0,0,,,,3,Comuni,3,Servizi comunali
AGENZIE PER LA CASA||Altro||||Lazio,114_0021,12_2406_rta_12_240926134140_4166---Protocollointesa.txt,12,Lazio,,,agenzie per la casa,agenzie per la casa,AGENZIE PER LA CASA,Altro,Altro,Altro,nome,valido_localizzato,,0,0,0,,,,30,Altro,9,altro
AGENZIE PER LA CASA||Altro||||Lazio,168_0032,12_2406_rta_12_241004114912_4166---ProtocolloRetePrantiviolenzaFrosinone.txt,12,Lazio,,,agenzie per la casa,agenzie per la casa,AGENZIE PER LA CASA,Altro,Altro,Altro,nome,valido_localizzato,,0,0,0,,Coinvolti tramite convenzioni per autonomia abitativa,,30,Altro,9,altro
AGENZIE PER LA CASA||Altro||||Lazio,169_0030,12_2406_rta_12_241004130514_4166---PROTOCOLLODIINTESAPERLAPROMOZIONEDISTRATEGIECONDIVISESULFENOMENODELLAVIOLENZADIGENERE(1).txt,12,Lazio,,,agenzie per la casa,agenzie per la casa,AGENZIE PER LA CASA,Altro,Altro,Altro,nome,valido_localizzato,,0,0,0,,,,30,Altro,9,altro
AGENZIE PER LA CASA||Altro||||Lazio,170_0033,12_2406_rta_12_241004133706_4166---ProtocollodiretePREFETTURAFrosinone(1).txt,12,Lazio,,,agenzie per la casa,agenzie per la casa,AGENZIE PER LA CASA,Altro,Altro,Altro,nome,valido_localizzato,,0,0,0,,Coinvolti per autonomia abitativa,,30,Altro,9,altro
ASSOCIAZIONE NAZIONALE VOLONTARIE TELEFONO ROSA - APS||Ente terzo settore - ETS (iscritto al RUNTS)||||Lazio,115_0002,12_2406_rta_12_240926135421_4166---3protCAVFRANCARAME-28-30(1).txt,12,Lazio,,,ASSOCIAZIONE NAZIONALE VOLONTARIE TELEFONO ROSA - APS,ASSOCIAZIONE NAZIONALE VOLONTARIE TELEFONO ROSA - APS,ASSOCIAZIONE NAZIONALE VOLONTARIE TELEFONO ROSA - APS,Ente terzo settore - ETS (iscritto al RUNTS),Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo e ordini,nome,valido_localizzato,firmatario|attore,1,1,0,,denominata anche Telefono Rosa,,24,Ente terzo settore - ETS (iscritto al RUNTS)[1],8,associazionismo
ASSOCIAZIONE NAZIONALE VOLONTARIE TELEFONO ROSA - APS||Ente terzo settore - ETS (iscritto al RUNTS)||||Lazio,129_0002,12_2406_rta_12_241002115801_4166---3protCAVTITANO-IdeaPrisma82Coop.Soc.txt,12,Lazio,,,Associazione Nazionale Volontarie Telefono Rosa — APS,Associazione Nazionale Volontarie Telefono Rosa - APS,ASSOCIAZIONE NAZIONALE VOLONTARIE TELEFONO ROSA - APS,Ente terzo settore - ETS (iscritto al RUNTS),Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo e ordini,nome,valido_localizzato,firmatario|attore,1,1,0,,Denominata Telefono Rosa,,24,Ente terzo settore - ETS (iscritto al RUNTS)[1],8,associazionismo
ASSOCIAZIONE NAZIONALE VOLONTARIE TELEFONO ROSA - ONLUS||CAV/Centri Antiviolenza||||Lazio,116_0002,12_2406_rta_12_240926140522_4166---4ProtintCAVFRANCARAME-38-41(1).txt,12,Lazio,,,Associazione Nazionale Volontarie Telefono Rosa — Onlus,Associazione Nazionale Volontarie Telefono Rosa - Onlus,ASSOCIAZIONE NAZIONALE VOLONTARIE TELEFONO ROSA - ONLUS,CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e protezione,nome,valido_localizzato,firmatario|attore,1,1,0,,Denominata Telefono Rosa nel testo,,1,CAV,1,CAV
ASSOCIAZIONE NAZIONALE VOLONTARIE TELEFONO ROSA - ONLUS||CAV/Centri Antiviolenza||||Lazio,158_0001,12_2406_rta_12_241004092644_4166---5potCAVPAOLALATTESnantes(1).txt,12,Lazio,,,Associazione Nazionale Volontarie Telefono Rosa - ONLUS,Associazione Nazionale Volontarie Telefono Rosa - ONLUS,ASSOCIAZIONE NAZIONALE VOLONTARIE TELEFONO ROSA - ONLUS,CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e protezione,nome,valido_localizzato,firmatario,0,1,0,,"Parte firmataria del protocollo, offre servizi di consulenza e assistenza per donne vittime di violenza",,1,CAV,1,CAV
CONSIGLIO D'EUROPA||Altro||||Lazio,116_0004,12_2406_rta_12_240926140522_4166---4ProtintCAVFRANCARAME-38-41(1).txt,12,Lazio,,,Consiglio d’Europa,Consiglio d'Europa,CONSIGLIO D'EUROPA,Altro,Altro,Altro,nome,da_escludere,,0,0,0,,Citato per la Convenzione,,30,Altro,9,altro
CONSIGLIO D'EUROPA||Altro||||Lazio,120_0003,12_2406_rta_12_241001133138_4166---1protCAVSAPIENZA-COMITATODIQUARTIERESANLORENZO(1).txt,12,Lazio,,,Consiglio d’Europa,Consiglio d'Europa,CONSIGLIO D'EUROPA,Altro,Altro,Altro,nome,da_escludere,,0,0,0,,Menzionato in relazione alla Convenzione di Istanbul,,30,Altro,9,altro
CONSIGLIO D'EUROPA||Altro||||Lazio,133_0006,12_2406_rta_12_241003091037_4166---5Protocollid'intesa-Ass.Salvamamme(002).txt,12,Lazio,,,Consiglio d’Europa,Consiglio d'Europa,CONSIGLIO D'EUROPA,Altro,Altro,Altro,nome,da_escludere,,0,0,0,,Citato come autore della Convenzione di Istanbul,,30,Altro,9,altro
CONSIGLIO D'EUROPA||Altro||||Lazio,139_0008,12_2406_rta_12_241003104626_4166---PROTOCOLLODIINTESAMUNICIPIOXV.txt,12,Lazio,,,Consiglio d’Europa,Consiglio d'Europa,CONSIGLIO D'EUROPA,Altro,Altro,Altro,nome,da_escludere,,0,0,0,,,,30,Altro,9,altro
CONSIGLIO D'EUROPA||Altro||||Lazio,159_0003,12_2406_rta_12_241004093800_4166---6protCavPaolaLattesComitatodiQuartiere“CittadinidiColliAniene.txt,12,Lazio,,,Consiglio d’Europa,Consiglio d'Europa,CONSIGLIO D'EUROPA,Altro,Altro,Altro,nome,da_escludere,,0,0,0,,Ente emanatore della Convenzione di Istanbul citata per la prevenzione e la lotta contro la violenza nei confronti delle donne,,30,Altro,9,altro
CONSIGLIO D'EUROPA||Altro||||Lazio,160_0004,12_2406_rta_12_241004094402_4166---7ProtCAVPAOLALATTESAPSedIlComitatodiQuartiere“ComprensorioPratolungo(1).txt,12,Lazio,,,Consiglio d’Europa,Consiglio d'Europa,CONSIGLIO D'EUROPA,Altro,Altro,Altro,nome,da_escludere,,0,0,0,,menzionato nel riferimento alla Convenzione di Istanbul,,30,Altro,9,altro
CONSIGLIO D'EUROPA||Altro||||Lazio,162_0003,12_2406_rta_12_241004100148_4166---910protCAVPAOLALATTESCooperativaSocialeLineaSociale-Onlus(1).txt,12,Lazio,,,Consiglio d’Europa,Consiglio d'Europa,CONSIGLIO D'EUROPA,Altro,Altro,Altro,nome,da_escludere,,0,0,0,,Cita la Convenzione del Consiglio d’Europa sulla prevenzione e la lotta contro la violenza nei confronti delle donne e la violenza domestica,,30,Altro,9,altro
CONSIGLIO D'EUROPA||Altro||||Lazio,164_0003,12_2406_rta_12_241004103912_4166---9protCAVPAOLALATTESComitatodiQuartiereTorraccia(1).txt,12,Lazio,,,Consiglio d’Europa,Consiglio d'Europa,CONSIGLIO D'EUROPA,Altro,Altro,Altro,nome,da_escludere,,0,0,0,,Ente che ha promosso la Convenzione di Istanbul,,30,Altro,9,altro
CONSIGLIO D'EUROPA||Altro||||Lazio,169_0018,12_2406_rta_12_241004130514_4166---PROTOCOLLODIINTESAPERLAPROMOZIONEDISTRATEGIECONDIVISESULFENOMENODELLAVIOLENZADIGENERE(1).txt,12,Lazio,,,Consiglio d’Europa,Consiglio d'Europa,CONSIGLIO D'EUROPA,Altro,Altro,Altro,nome,da_escludere,,0,0,0,,Menziato per la convenzione sulla violenza di genere,,30,Altro,9,altro
CASA RIFUGIO||Case Rifugio||||Lazio,117_0004,12_2406_rta_12_240926143343_4166---2.1protocolloIntegra-CavMerlin(1).txt,12,Lazio,,,Casa Rifugio,Casa Rifugio,CASA RIFUGIO,Case Rifugio,Case Rifugio,CAV e protezione,nome,valido_localizzato,,0,0,0,,Servizio svolto dall'Associazione Casa delle Donne Lucha y Siesta,,2,Case Rifugio,1,CAV
CASA RIFUGIO||Case Rifugio||||Lazio,187_0006,12_2406_rta_12_241008112319_4166---protocollo25.11.2023.txt,12,Lazio,,,Casa Rifugio,Casa Rifugio,CASA RIFUGIO,Case Rifugio,Case Rifugio,CAV e protezione,nome,valido_localizzato,attore,1,0,0,,,,2,Case Rifugio,1,CAV
MUNICIPIO ROMA V||Comuni||Roma||Lazio,118_0001,12_2406_rta_12_240927093424_4166---ProtVMunMerlin.txt,12,Lazio,Roma,Roma,Municipio Roma V,Municipio Roma V,MUNICIPIO ROMA V,Comuni,Comuni,Servizi comunali,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,Direzione Socio Educativa; Ufficio di Piano; Ente coordinatore del tavolo permanente,,3,Comuni,3,Servizi comunali
MUNICIPIO ROMA V||Comuni||Roma||Lazio,144_0001,12_2406_rta_12_241003111748_4166---ACCORDOMUNICIPIOROMAVeDIPPARIOPPROMACAPITALE_DD.txt,12,Lazio,Roma,Roma,Municipio Roma V,Municipio Roma V,MUNICIPIO ROMA V,Comuni,Comuni,Servizi comunali,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,coordinatore del tavolo e firmatario,,3,Comuni,3,Servizi comunali
"ROMA CAPITALE - DIPARTIMENTO PARTECIPAZIONE, COMUNICAZIONE E PARI OPPORTUNITA||Altro||||Lazio",118_0002,12_2406_rta_12_240927093424_4166---ProtVMunMerlin.txt,12,Lazio,,,"Roma Capitale - Dipartimento Partecipazione, Comunicazione e Pari Opportunità","Roma Capitale - Dipartimento Partecipazione, Comunicazione e Pari Opportunita","ROMA CAPITALE - DIPARTIMENTO PARTECIPAZIONE, COMUNICAZIONE E PARI OPPORTUNITA",Altro,Altro,Altro,nome,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,Soggetto firmatario e promotore attività sulla rete,,30,Altro,9,altro
"ROMA CAPITALE - DIPARTIMENTO PARTECIPAZIONE, COMUNICAZIONE E PARI OPPORTUNITA||Altro||||Lazio",144_0002,12_2406_rta_12_241003111748_4166---ACCORDOMUNICIPIOROMAVeDIPPARIOPPROMACAPITALE_DD.txt,12,Lazio,,,"Roma Capitale - Dipartimento Partecipazione, Comunicazione e Pari Opportunità","Roma Capitale - Dipartimento Partecipazione, Comunicazione e Pari Opportunita","ROMA CAPITALE - DIPARTIMENTO PARTECIPAZIONE, COMUNICAZIONE E PARI OPPORTUNITA",Altro,Altro,Altro,nome,valido_localizzato,firmatario|attore,1,1,0,,firmatario,,30,Altro,9,altro
"ASL ROMA 2 - 5 DISTRETTO, UOC TUTELA DELLA SALUTE DELLA DONNA E DELL'ETA EVOLUTIVA, UOC TUTELA E SALUTE MENTALE E RIABILITAZIONE IN ETA EVOLUTIVA||ASL (consultori familiari e altri servizi territoriali)||||Lazio",118_0003,12_2406_rta_12_240927093424_4166---ProtVMunMerlin.txt,12,Lazio,,,"ASL Roma 2 - 5 Distretto, UOC Tutela della Salute della Donna e dell’Eta Evolutiva, UOC Tutela e Salute Mentale e Riabilitazione in Eta Evolutiva","ASL Roma 2 - 5 Distretto, UOC Tutela della Salute della Donna e dell'Eta Evolutiva, UOC Tutela e Salute Mentale e Riabilitazione in Eta Evolutiva","ASL ROMA 2 - 5 DISTRETTO, UOC TUTELA DELLA SALUTE DELLA DONNA E DELL'ETA EVOLUTIVA, UOC TUTELA E SALUTE MENTALE E RIABILITAZIONE IN ETA EVOLUTIVA",ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Settore sanitario,nome,valido_localizzato,firmatario|attore,1,1,0,,"Partecipa al tavolo permanente, riferimento sanitario",,12,ASL (consultori familiari e altri servizi territoriali),4,settore sanitario
"ASL ROMA 2 - 5 DISTRETTO, UOC TUTELA DELLA SALUTE DELLA DONNA E DELL'ETA EVOLUTIVA, UOC TUTELA E SALUTE MENTALE E RIABILITAZIONE IN ETA EVOLUTIVA||ASL (consultori familiari e altri servizi territoriali)||||Lazio",144_0003,12_2406_rta_12_241003111748_4166---ACCORDOMUNICIPIOROMAVeDIPPARIOPPROMACAPITALE_DD.txt,12,Lazio,,,"ASL Roma 2 - 5 Distretto, UOC Tutela della Salute della Donna e dell’Eta Evolutiva, UOC Tutela e Salute Mentale e Riabilitazione in Eta Evolutiva","ASL Roma 2 - 5 Distretto, UOC Tutela della Salute della Donna e dell'Eta Evolutiva, UOC Tutela e Salute Mentale e Riabilitazione in Eta Evolutiva","ASL ROMA 2 - 5 DISTRETTO, UOC TUTELA DELLA SALUTE DELLA DONNA E DELL'ETA EVOLUTIVA, UOC TUTELA E SALUTE MENTALE E RIABILITAZIONE IN ETA EVOLUTIVA",ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Settore sanitario,nome,valido_localizzato,firmatario|attore,1,1,0,,firmatario,,12,ASL (consultori familiari e altri servizi territoriali),4,settore sanitario
"OSPEDALE SANDRO PERTINI||Ospedale (Pronto soccorso, ecc.)||||Lazio",118_0004,12_2406_rta_12_240927093424_4166---ProtVMunMerlin.txt,12,Lazio,,,Ospedale Sandro Pertini,Ospedale Sandro Pertini,OSPEDALE SANDRO PERTINI,"Ospedale (Pronto soccorso, ecc.)","Ospedale (Pronto soccorso, ecc.)",Settore sanitario,nome,valido_localizzato,firmatario|attore,1,1,0,,"Firmatario, ospedale di riferimento",,11,"Ospedale (Pronto soccorso, ecc.)",4,settore sanitario
"OSPEDALE SANDRO PERTINI||Ospedale (Pronto soccorso, ecc.)||||Lazio",144_0004,12_2406_rta_12_241003111748_4166---ACCORDOMUNICIPIOROMAVeDIPPARIOPPROMACAPITALE_DD.txt,12,Lazio,,,Ospedale Sandro Pertini,Ospedale Sandro Pertini,OSPEDALE SANDRO PERTINI,"Ospedale (Pronto soccorso, ecc.)","Ospedale (Pronto soccorso, ecc.)",Settore sanitario,nome,valido_localizzato,firmatario|attore,1,1,0,,firmatario,,11,"Ospedale (Pronto soccorso, ecc.)",4,settore sanitario
"POLICLINICO CASILINO||Ospedale (Pronto soccorso, ecc.)||||Lazio",118_0005,12_2406_rta_12_240927093424_4166---ProtVMunMerlin.txt,12,Lazio,,,Policlinico Casilino,Policlinico Casilino,POLICLINICO CASILINO,"Ospedale (Pronto soccorso, ecc.)","Ospedale (Pronto soccorso, ecc.)",Settore sanitario,nome,valido_localizzato,firmatario|attore,1,1,0,,"Firmatario, ospedale di riferimento",,11,"Ospedale (Pronto soccorso, ecc.)",4,settore sanitario
