
ID_RISPONDENTE_RILEV;COD_ANAGRAFICA_RISP;NOME_ANAGRAFICA_RISP;COD_REGIONE;COD_PROVINCIA;COD_COMUNE;ID_DUG;INDIRIZZO;NUM_CIVICO;LOCALITA;UBICAZIONE;CAP;TELEFONO;FAX;EMAIL;SITO_WEB;COD_REGIONE_SEDE_AMM;COD_PROVINCIA_SEDE_AMM;COD_COMUNE_SEDE_AMM;ID_DUG_SEDE_AMM;INDIRIZZO_SEDE_AMM;NUM_CIVICO_SEDE_AMM;LOCALITA_SEDE_AMM;UBICAZIONE_SEDE_AMM;CAP_SEDE_AMM;TELEFONO_SEDE_AMM;FAX_SEDE_AMM;EMAIL_SEDE_AMM;NOTE;COGNOME_PERSONA_FISICA;NOME_PERSONA_FISICA;CAMPO_JOLLY1;CAMPO_JOLLY2;CAMPO_JOLLY3;ID_TIPO_ACQUISIZIONE;ID_STATO_RISPONDENTE;ID_TIPO_ESITO;ID_UTENTE;LIV_MONITORAGGIO_1;LIV_MONITORAGGIO_2;LIV_MONITORAGGIO_3;LIV_MONITORAGGIO_4
280;CAV1800007;Centro antiviolenza La casa di Roberta;18;078;102;;Via Verdi;5;Rende (CS);;87036;0984462453 800288850 3331061586;;fondazionerobertalanzino@pec.it;;;;;;;;;;;;;;;UTE1800007;;;;;1;1;;CAV1800007;18;18;1;2
281;CAV1800008;Centro Udite AGAR;18;101;010;;Via Giovanni Paolo II;220;Crotone;;88900;0962963559  800974210;;centronoemi@certificazioneposta.it;;;;;;;;;;;;;;;UTE1800008;;;;;1;1;;CAV1800008;18;18;1;2
282;CAV1800009;Centro antiviolenza Fabiana;18;078;044;;via Cannata;snc;Corigliano Calabro (CS);;87064;0983031492 3247840174 0983031388;0983031492;mondiversi@pec.it;;;;;;;;;;;;;;;UTE1800009;;;;;1;1;;CAV1800009;18;18;1;2
283;CAV1800010;Centro antiviolenza Comunale Paterno Calabro;18;078;094;;Piazza Municipio;9;Paterno Calabro (CS);;87040;3519184194;;sindaco.paternocalabro@asmepec.it;;;;;;;;;;;;;;;UTE1800010;;;;;1;1;;CAV1800010;18;18;1;2
284;CAV1900016;Ass. Millecolori;19;082;053;;via Ammiraglio Persano;46;PALERMO;PALERMO;90142;0918437236 3391690885;;info@pec.millecolorionlus.org;;;;;;;;;;;;;;;UTE1900016;;;;;1;1;;CAV1900016;19;19;1;2
285;CAV1900017;Ass. A.N.G.E.L.I. Lentini;19;089;011;;Via Catania;96/98;LENTINI;SIRACUSA;96016;0957835316;;presidenzaangeli@libero.it;;;;;;;;;;;;;;;UTE1900017;;;;;1;1;;CAV1900017;19;19;1;2
287;CAV1900019;Gruppo Culturale di Pi�;19;088;003;;via degli Studi;16;COMISO;RAGUSA;97013;0932748377 3331051084;;susy.lopresti@gmail.com;;;;;;;;;;;;;;;UTE1900019;;;;;1;1;;CAV1900019;19;19;1;2
288;CAV0300034;Donne e Diritti;03;015;146;;;;;;;0364536632;;centroantiviolenza@terreunite.it;;;;;;;;;;;;;;;UTE0300034;;;;;1;1;;CAV0300034;03;03;1;2
289;CAV0300035;Telefono Donna Onlus -sede operativa Milano;03;015;146;;;;;;;0264443043;;telefonodonnaonline@libero.it;;;;;;;;;;;;;;;UTE0300035;;;;;1;1;;CAV0300035;03;03;1;2
290;CAV0300036;La Stanza dello Scirocco;03;015;093;;;;;;;800049722;;cavcorsico@fondazione somaschi.it;;;;;;;;;;;;;;;UTE0300036;;;;;1;1;;CAV0300036;03;03;1;2
295;CAV1000004;Centro regionale per le pari opportunit�;10;054;039;;Via Giuseppe Mazzini PG;21;;;06121;0744484506;;c.antiviolenzatelefonodonna@gmail.com;;;;;;;;;;;;;;;UTE1000004;;;;;1;1;;CAV1000004;10;10;1;2
303;CAV2000008;Centro Antiviolenza Donna Eleonora;20;095;038;;Via Tirso;8;;;09170;078371286;;info@centroantiviolenzaoristano.it;;;;;;;;;;;;;;;UTE2000008;;;;;1;1;;CAV2000008;20;20;1;2
305;CAV0300040;Assoc. Rete di Dafne-Iseo;03;017;133;;;;;;;3392226941;;associazione@retedidaphne.it;;;;;;;;;;;;;;;UTE0300040;;;;;1;1;;CAV0300040;03;03;1;2
306;CAV0300041;Centro R.I.T.A.;03;016;198;;;;;;;035303266;;centrorita@aiutodonna.it;;;;;;;;;;;;;;;UTE0300041;;;;;1;1;;CAV0300041;03;03;1;2
307;CAV0300042;Centro Antiviolenza �Ascolta chi parla�;03;016;209;;;;;;;03519910067;;centroascoltachiparla@aiutodonna.it;;;;;;;;;;;;;;;UTE0300042;;;;;1;1;;CAV0300042;03;03;1;2
308;CAV0300043;Centro Donna San Donato;03;015;192;;;;;;;0236527138;;cavsandonato@fondazionesomaschi.it;;;;;;;;;;;;;;;UTE0300043;;;;;1;1;;CAV0300043;03;03;1;2
309;CAV0300044;Centro antiviolenza VIVADONNA;03;017;075;;;;;;;0308337422;;antiviolenzavalletrompia@gmail.com;;;;;;;;;;;;;;;UTE0300044;;;;;1;1;;CAV0300044;03;03;1;2
310;CAV0300045;Centro antiviolenza  CHIARE ACQUE di Sal�;03;017;067;;;;;;;3349713199;;info@centroantiviolenzachiareacque.it;;;;;;;;;;;;;;;UTE0300045;;;;;1;1;;CAV0300045;03;03;1;2
311;CAV0300046;Centro antiviolenza V.I.O.L.A. (Somaschi);03;015;142;;;;;;;3931667083;;centroantiviolenza@fondazionesomaschi.it;;;;;;;;;;;;;;;UTE0300046;;;;;1;1;;CAV0300046;03;03;1;2
312;CAV0300047;Centro antiviolenza HARA ricomincio da me (Somaschi);03;015;182;;;;;;;3351820629;;centroantiviolenza@fondazionesomaschi.it;;;;;;;;;;;;;;;UTE0300047;;;;;1;1;;CAV0300047;03;03;1;2
313;CAV0300048;Centro Donne Mantova;03;020;030;;;;;;;3899151596;;info@centrodonnemantova.it;;;;;;;;;;;;;;;UTE0300048;;;;;1;1;;CAV0300048;03;03;1;2
314;CAV0300049;Mai da Sole [CEAS];03;015;146;;;;;;;3351251813;;maidasole@ceasop.it;;;;;;;;;;;;;;aggiornata email 04102024;UTE0300049;;;;;1;1;;CAV0300049;03;03;1;2
315;CAV0300050;Telefono Donna Onlus  - CAV Vimercate;03;108;033;;;;;;;0395989614;;centroantiviolenza.monza@gmail.com;;;;;;;;;;;;;;;UTE0300050;;;;;1;1;;CAV0300050;03;03;1;2
316;CAV0300051;White Mathilda - Associazione CAV Desio;03;108;033;;;;;;;0362621494;;segreteria@whitemathilda.org;;;;;;;;;;;;;;;UTE0300051;;;;;1;1;;CAV0300051;03;03;1;2
317;CAV0100017;COOPERATIVA SOCIALE MIRAFIORI;01;001;078;;via Vittorio Emanuele II;1;Chieri;;10023;800984548;;info@cooperativamirafiori.com;;;;;;;;;;;;;;;UTE0100017;;;;;1;1;;CAV0100017;01;01;1;2
318;CAV0100018;ME.DEA ONLUS - Casale Monferrato;01;006;039;;via Magnocavallo;11;Casale Monferrato;;15033;800098981;;me.deacontroviolenza@gmail.com;;;;;;;;;;;;;;;UTE0100018;;;;;1;1;;CAV0100018;01;01;1;2
319;CAV0800020;Centro Antiviolenza Distrettuale CHIAMA chiAMA;08;099;002;;;;;;;0541966623;;info@centroantiviolenza.org;;;;;;;;;;;;;;;UTE0800020;;;;;1;1;;CAV0800020;08;08;1;2
320;CAV0800021;Centro antiviolenza 'Tina';08;036;040;;;;;;;3465016665;;centroantiviolenza@distrettoceramico.mo.it;;;;;;;;;;;;;;;UTE0800021;;;;;1;1;;CAV0800021;08;08;1;2
321;CAV1200010;Centro Antiviolenza Donne al Centro;12;059;001;;via Pontina KM 46600;;Aprilia;;04011;3287774577;;cavdonnealcentroaprilia@gmail.com;;;;;;;;;;;;;;;UTE1200010;;;;;1;1;;CAV1200010;12;12;1;2
322;CAV1200011;Centro Antiviolenza La Sibilla;12;058;104;;via Lione;11;Tivoli;;00010;3420141671;;cavsibilla@gmail.com;;;;;;;;;;;;;;;UTE1200011;;;;;1;1;;CAV1200011;12;12;1;2
323;CAV1200012;Centro antiviolenza IDEA;12;058;120;;via del Buttero;3;Fiumicino;;00054;06 652108402;;cav.idea.fiumicino@gmail.com;;;;;;;;;;;;;;;UTE1200012;;;;;1;1;;CAV1200012;12;12;1;2
324;CAV1200013;Centro antiviolenza Sara Di Pierantonio (ex Fortifiocca);12;058;091;;via Tommaso Fortifiocca;71;Roma;;00179;0669609213;;antiviolenza.fortifiocca@gmail.com;;;;;;;;;;;;;;;UTE1200013;;;;;1;1;;CAV1200013;12;12;1;2
325;CAV1200014;Centro antiviolenza Nilde Iotti (SOS Donna);12;058;091;;via di Grottaperfetta;610;Roma;;00142;0696678236;;sosdonnacomune.roma@gmail.com;;;;;;;;;;;;;;;UTE1200014;;;;;1;1;;CAV1200014;12;12;1;2
326;CAV1200015;Centro antiviolenza Irma Bandiera (ex Sisenna);12;058;091;;via Cornelio Sisenna;53;Roma;;00169;06.93567964;;cavsisenna@gmail.com;;;;;;;;;;;;;;;UTE1200015;;;;;1;1;;CAV1200015;12;12;1;2
327;CAV1200016;Centro comunale Donatella Colasanti e Rosaria Lopez;12;058;091;;Via di Torre Spaccata;157;Roma;;00169;06 23269049;;antiviolenza.centrocomunale@gmail.com;;;;;;;;;;;;;;;UTE1200016;;;;;1;1;;CAV1200016;12;12;1;2
329;CAV1400002;Centro Antiviolenza Befree con Ambito Territoriale Sociale di Termoli;14;070;078;;Via del Molinello;1;Termoli;;86039;3278296705;;befreemolise.termoli@gmail.com;;;;;;;;;;;;;ambito.termoli@pec.comune.termoli.cb.it;;UTE1400002;;;;;1;1;;CAV1400002;14;14;1;2
330;CAV1400003;Centro Antiviolenza Befree con Ambito Territoriale Sociale di Isernia;14;094;023;;Piazza Marconi;1;Isernia;;86170;3894451838;;befreemolise.isernia@gmail.com;;;;;;;;;;;;;ambitosociale.isernia@pec.it;Sospeso nel 2022;UTE1400003;;;;;1;1;;CAV1400003;14;14;1;2
331;CAV1800011;CIF Centro Italiano Femminile Provinciale-Casa delle donne Madonna di Lourdes;18;080;063;;via Palamolla;37;Reggio Calabria;;89131;0965893541  0965644857  800774110;;cifcasadelledonne.rc@pec.it;;;;;;;;;;;;;;;UTE1800011;;;;;1;1;;CAV1800011;18;18;1;2
332;CAV0500022;Centro Antiviolenza Legnago Donna;05;023;044;;;;Legnago;;37045;0442634912;;legnagodonna@gmail.com;;;;;;;;;;;;;giulia.leoni@comune.legnago.vr.it;;UTE0500022;;;;;1;1;;CAV0500022;05;05;1;2
333;CAV0600007;Centro Antiviolenza Voce Donna ONLUS- Tolmezzo;06;030;121;;via del Din Renato;9;TOLMEZZO;;;0433949021;;vocedonna@gmail.com;;;;;;;;;;;;;;;UTE0600007;;;;;1;1;;CAV0600007;06;06;1;2
334;CAV0100019;Uscire dal silenzio ODV;01;001;265;;Via Generale Dalla Chiesa;21;Settimo t.se;;10036;800688820;;usciredalsilenzio@gmail.com;;;;;;;;;;;;;;;UTE0100020;;;;;1;1;;CAV0100019;01;01;1;2
335;CAV0100020;CISAS Consorzio intercomunale per i Servizi di Assistenza Sociale  Santhi�;01;002;133;;via De Amicis;45;Santhi�;;13048;0161 94248;;ricominciodaqui@cisassanthia.it;;;;;;;;;;;;;;;UTE0100021;;;;;1;1;;CAV0100020;01;01;1;2
336;CAV0100021;Comune di Vercelli;01;002;158;;via Fratelli Garrone;12;Vercelli;;13100;334 3113955;;eos@comune.vercelli.it;;;;;;;;;;;;;;;UTE0100019;;;;;1;1;;CAV0100021;01;01;1;2
337;CAV0100022;Irene SC Impresa sociale;01;003;024;;via Ignazio Fornara;33;Borgomanero;;28021;351 0202597;;cav.areanordnovarese@gmail.com;;;;;;;;;;;;;;;UTE0100022;;;;;1;1;;CAV0100022;01;01;1;2
339;CAV0500024;CENTRO ANTIVIOLENZA HAGAR;05;024;009;;Via Dalla Zuanna;13;Asiago;;36012;0424525065;;tabita@casasichem.org;;;;;;;;;;;;;;;UTE0500026;;;;;1;1;;CAV0500024;05;05;1;2
340;CAV0700009;Centro Antiviolenza Artemisia Gentileschi APS;07;009;002;;Regione Bagnoli;39;Albenga;;17031;0182571517;;direzione@centroartemisiaalbenga.it;;;;;;;;;;;;;info@centroartemisiaalbenga.it;;UTE0700009;;;;;1;1;;CAV0700009;07;07;1;2
341;CAV0900025;Non ti scordar di te;09;046;015;;Via Provinciale;6;Ponte di Campia � Gallicano (LU);;55027;0583 766094;;nontiscordardite@live.it;;;;;;;;;;;;;;;UTE0900025;;;;;1;1;;CAV0900025;09;09;1;2
342;CAV1200018;Centro antiviolenza GEA (ex tre lune);12;058;047;;Via Monte Bianco;18;Guidonia Montecelio (RM);;00012;3490798572;;centroantiviolenza@guidonia.org;;;;;;;;;;;;;;;UTE1200020;;;;;1;1;;CAV1200018;12;12;1;2
343;CAV1200019;Centro antiviolenza Alessia e Martina Capasso (ex Municipio 1);12;058;091;;Circonvallazione Trionfale;19;Roma;;00136;0669617873 3316493913;;cavtrionfale@differenzadonna.it;;;;;;;;;;;;;;;UTE1200019;;;;;1;1;;CAV1200019;12;12;1;2
344;CAV1200020;Centro antiviolenza Titano (ex Municipio 3);12;058;091;;Via Titano;3;Roma;;00141;0669604434;;cavviatitano@gmail.com;;;;;;;;;;;;;;;UTE1200018;;;;;1;1;;CAV1200020;12;12;1;2
345;CAV1200021;Centro Antiviolenza Piccoli Passi;12;058;009;;Via delle cerquette;2;Ariccia (RM);;00072;3791677172  3791011191;;piccolipassi@girotondoonlus.com;;;;;;;;;;;;;;;UTE1200021;;;;;1;1;;CAV1200021;12;12;1;2
346;CAV1200022;Centro Ricomincio da me;12;058;088;;Via Malpasso d'acqua;;Rocca Priora (RM);;00040;3791011237;;ricominciodame@girotodondoonlus.com;;;;;;;;;;;;;;;UTE1200022;;;;;1;1;;CAV1200022;12;12;1;2
347;CAV1200023;Galassia;12;058;038;;Via XX Settembre;2;Formello (RM);;00060;3425229259;;centroantiviolenza@consorziovalledeltevere.it;;;;;;;;;;;;;;;UTE1200023;;;;;1;1;;CAV1200023;12;12;1;2
348;CAV1200024;Marielle Franco;12;058;072;;Via Bachelet;13;Nettuno (RM);;00048;3427962289;;cav.mariellefranco@gmail.com;;;;;;;;;;;;;;;UTE1200024;;;;;1;1;;CAV1200024;12;12;1;2
349;CAV1300011;CASA DELLE DONNE NELLA MARSICA;13;066;006;;Via Orazio Mattei;10;Avezzano;;67051;3938856389;;casadonne.marsica@gmail.com;;;;;;;;;;;;;;;UTE1300014;;;;;1;1;;CAV1300011;13;13;1;2
351;CAV1300013;Centro antiviolenza Donna;13;066;028;;via Costa Calda c/o Palazzo del Principe;s.n.c.;Castel di Sangro;;67031;3407701504;;cav.donna2017@gmail.com;;;;;;;;;;;;;;;UTE1300012;;;;;1;1;;CAV1300013;13;13;1;2
353;CAV1300015;Centro antiviolenza Maja;13;069;043;;Via Occidentale;62;Guardiagrele;;66016;3391939959;;majacaguardiagrele@gmail.com;;;;;;;;;;;;;;;UTE1300013;;;;;1;1;;CAV1300015;13;13;1;2
355;CAV1500059;CENTRO ANTIVIOLENZA SPAZIO DONNA;15;061;049;;VIA TAGLIAMENTO;2;Marcianise;;81025;0823354126;;cooperativaspaziodonna@pec.it;;;;;;;;;;;;;;;UTE1500064;;;;;1;1;;CAV1500059;15;15;1;2
357;CAV1500061;CENTRO ANTIVIOLENZA D'AMBITO N14 LA FENICE;15;063;034;;VIA ANIELLO PALUMBO;2;Giugliano in Campania;;80014;3533674299;;auro@pec.it;;;;;;;;;;;;;;;UTE1500066;;;;;1;1;;CAV1500061;15;15;1;2
363;CAV1500067;Il Volo delle Farfalle;15;065;154;;P.ZZA VITTORIO EMANUELE;;Vallo della Lucania;;84078;3343090151;;protocolloambitos8@gmail.com;;;;;;;;;;;;;;aggiornata email 24/07/2024;UTE1500072;;;;;1;1;;CAV1500067;15;15;1;2
364;CAV1500068;CENTRO ANTIVIOLENZA IRIS - SPORTELLO PIERANGELA;15;065;134;;CORSO GARIBALDI;71;Sapri;;84073;0973330527;;sportellopierangela@libero.it;;;;;;;;;;;;;;;UTE1500073;;;;;1;1;;CAV1500068;15;15;1;2
365;CAV1600026;Cav Pandora - Ass. Pandora;16;072;029;;;;;;;3936813772;;donnepandora@pcert.postecert.it;;;;;;;;;;;;;;;UTE1600026;;;;;1;1;;CAV1600026;16;16;1;2
366;CAV1800012;Attivamente coinvolte;18;102;027;;Via Marcello Salomone;snc;Pizzo (VV);;89812;3883510596  800802038;0961772577;attivamentecoinvolte@pec.it;;;;;;;;;;;;;;;UTE1800012;;;;;1;1;;CAV1800012;18;18;1;2
367;CAV1800013;SOS Astarte Donna;18;079;023;;Via Paolo Orsi;1;Catanzaro;;88100;0961775282 3200876477 800642882;;astarte2011@pec.libero.it;;;;;;;;;;;;;;;UTE1800013;;;;;1;1;;CAV1800013;18;18;1;2
370;CAV1900022;Cav - Ass. Work in Progress;19;089;009;;Via Papa Paolo VI;67;FLORIDIA;SIRACUSA;96014;38811250547;;assworkingprogress@pec.it;;;;;;;;;;;;;;;UTE1900020;;;;;1;1;;CAV1900022;19;19;1;2
372;CAV1600028;Io sono mia;16;072;011;;;;;;;3807458616;;iosonomia@pec.it;;;;;;;;;;;;;;;UTE1600028;;;;;1;1;;CAV1600028;16;16;1;2
373;CAV1200025;Il Nido di Ana;12;057;059;;Piazza Vittorio Emanuele II;17/D;Rieti- accesso cortile interno palazzo Dosi;;02100;0746280512  3474363487;;ilnidodiana.odv@gmail.com;;;;;;;;;;;;;;;UTE1200025;;;;;1;1;;CAV1200025;12;12;1;2
374;CAV0300052;Penelope;03;016;190;;Via San Carlo;32;;;;034521619;;centroantiviolenzapenelope@centrosirio.it;;;;;;;;;;;;;;;UTE0300052;;;;;1;1;;CAV0300052;03;03;1;2
375;CAV0300053;Butterfly;03;017;029;;via Bertoni;6;;;;0302352018;;cav@butterflycs.it;;;;;;;;;;;;;;aggiornata email 4/07/2023;UTE0300053;;;;;1;1;;CAV0300053;03;03;1;2
376;CAV1000005;Centro AntiViolenza 'Maria Teresa Bricca';10;054;012;;Via Giuseppe Garibaldi;9;;;06062;3457107440;;cavbricca@gmail.com;;;;;;;;;;;;;;;UTE1000005;;;;;1;1;;CAV1000005;10;10;1;2
377;CAV0500025;CENTRO DELLE DONNE LIBERE DALLA VIOLENZA;05;026;064;;via Piave;10;Quinto di Treviso;;31055;340 1008065;;centro.antiviolenza@donnelibere.org;;;;;;;;;;;;;;;UTE0500023;;;;;1;1;;CAV0500025;05;05;1;2
378;CAV1000006;Centro AntiViolenza 'Barbara Corvi';10;055;022;;Piazza Galeotto Marzio-Beata Lucia;6;;;05035;0744-240845;;cavbarbaracorvi@gmail.com;;;;;;;;;;;;;;;UTE1000006;;;;;1;1;;CAV1000006;10;10;1;2
379;CAV1000007;Centro AntiViolenza Crisalide;10;054;051;;via Cascia;29;;;06049;0743-522727;;centroantiviolenzaspoleto@gmail.com;;;;;;;;;;;;;;;UTE1000007;;;;;1;1;;CAV1000007;10;10;1;2
381;CAV1500070;Spazio Donna Soc. Cop. Sociale Onlus;15;061;022;;Viale Lamberti - Palazzo della Salute;;Caserta;;81100;0823354126;;spaziodonnaonlus@libero.it;;;;;;;;;;;;;;;UTE1500059;;;;;1;1;;CAV1500070;15;15;1;2
382;CAV1500071;Centro Antiviolenza Ambito N33;15;063;080;;Corso Italia;318;Sorrento;;80067;800984605;;cavpenisolasorrentina@consorzioluna.it;;;;;;;;;;;;;;;UTE1500060;;;;;1;1;;CAV1500071;15;15;1;2
384;CAV1700002;Centro Antiviolenza  Comune di Matera;17;077;014;;Via Aldo Moro;1;Matera;;75100;0835241434 3404549044;;sportelloascoltodonnamt@gmail.com;;;;;;;;;;;;;;;UTE1700002;;;;;1;1;;CAV1700002;17;17;1;2
386;CAV1900024;Telefono Rosa Bronte;19;087;009;;Corso Umberto;354;BRONTE;CATANIA;95034;0957723703 3899146209;;telefonorosabronte@libero.it;;;;;;;;;;;;;;;UTE1900024;;;;;1;1;;CAV1900024;19;19;1;2
387;CAV1900025;Cooperativa La Roccia;19;087;004;;Via Galatea;224;ACIREALE;CATANIA;95024;0958258178 3273537326;;laroccia@pecditta.com;;;;;;;;;;;;;;;UTE1900025;;;;;1;1;;CAV1900025;19;19;1;2
388;CAV1900026;COOPERATIVA SOCIALE NUOVA GENERAZIONE;19;082;006;;Via Caputo;66;BAGHERIA;PALERMO;90011;091901004;;casadonnenuove@libero.it;;;;;;;;;;;;;;;UTE1900026;;;;;1;1;;CAV1900026;19;19;1;2
389;CAV1900027;ASSOCIAZIONE EOS ONLUS;19;082;064;;Via Vittorio Emanuele III;3;SAN GIUSEPPE JATO;PA;90048;0918572244 3533305865;;eos-onlus@libero.it;;;;;;;;;;;;;;;UTE1900027;;;;;1;1;;CAV1900027;19;19;1;2
390;CAV1900028;COOPERATIVA INTEGRORIENTA;19;088;009;;Via Taormina;1;RAGUSA;RAGUSA;97100;09321911744;;integrorienta@gmail.com;;;;;;;;;;;;;;;UTE1900028;;;;;1;1;;CAV1900028;19;19;1;2
391;CAV1900029;CENTRO ANTIVIOLENZA DORIDE;19;089;002;;Via Mazzini;42;AVOLA;RAGUSA;96012;0931583202;;centroantiviolenzadoride@virgilio.it;;;;;;;;;;;;;;;UTE1900029;;;;;1;1;;CAV1900029;19;19;1;2
392;CAV1900030;Centro antiviolenza Ipazia;19;089;017;;Via Teracati;156;SIRACUSA;SIRACUSA;96100;0931492752;;retecavsr@gmail.com;;;;;;;;;;;;;;;UTE1900030;;;;;1;1;;CAV1900030;19;19;1;2
393;CAV1900031;ASSOCIAZIONE CO.TU.LE.VI.;19;081;021;;Via XXX Gennaio - presso Palazzo di Giustizia;;TRAPANI;TRAPANI;91100;0923802433;;associazionecotulevi@gmail.com;;;;;;;;;;;;;;;UTE1900031;;;;;1;1;;CAV1900031;19;19;1;2
395;CAV2000010;Centro antiviolenza interdistrettuale Ambiti PLUS di Sanluri e Guspini;20;111;067;;via Paganini;22;;;09025;800777991;;cavfeminas.mediocampidano@koinoscoop.it;;;;;;;;;;;;;;;UTE2000010;;;;;1;1;;CAV2000010;20;20;1;2
397;CAV0100023;Centro antiviolenza Bra-Alba;01;004;029;;via Gianolio;22;;;12042;3204654644;;centroantiviolenza@comune.bra.cn.it;;;;;;;;;;;;;;;UTE0100023;;;;;1;1;;CAV0100023;01;01;1;2
401;CAV0500026;CENTRO ANTIVIOLENZA LEUK�;05;028;060;;via Pal�;2;Rubano;;35030;0498721277;;info@centrodonnapadova.it;;;;;;;;;;;;;;;UTE0500024;;;;;1;1;;CAV0500026;05;05;1;2
402;CAV0700010;Casa Pandora Margherita Ferro;07;010;025;;Via Piccone;13/2;Genova;;16159;0107314853;;centromferro@casapandora.it;;;;;;;;;;;;;;;UTE0700010;;;;;1;1;;CAV0700010;07;07;1;2
403;CAV0800022;Centro antiviolenza Marielle;08;099;018;;;;;;;3465016665;;valmarecchia@rompiilsilenzio.org;;;;;;;;;;;;;;;UTE0800022;;;;;1;1;;CAV0800022;08;08;1;2
404;CAV1000008;Centro Antiviolenza Foligno;10;054;018;;Via dei Molini;20 A;;;06034;389 2114733;;centroantiviolenzafoligno@gmail.com;;;;;;;;;;;;;;;UTE1000008;;;;;1;1;;CAV1000008;10;10;1;2
405;CAV1000009;Centro Antiviolenza Medusa;10;054;013;;Via L. Signorelli;12;;;06018;353 4164699;;c.antiviolenza.cittadicastello@gmail.com;;;;;;;;;;;;;;;UTE1000009;;;;;1;1;;CAV1000009;10;10;1;2
406;CAV1000010;Centro Antiviolenza Gubbio;10;054;024;;via Cavour;;;;06020;353 4143438;;centroantiviolenzagubbio@gmail.com;;;;;;;;;;;;;;;UTE1000010;;;;;1;1;;CAV1000010;10;10;1;2
407;CAV1200026;Centro Antiviolenza Alda Merini (ex Via Cassia);12;058;091;;Via Cassia;5/7;Roma;;00135;3384715860;;centroantiviolenzacassia@gmail.com;;;;;;;;;;;;;;;UTE1200026;;;;;1;1;;CAV1200026;12;12;1;2
408;CAV1200027;CAV Franca Rame (ex Dalmazia);12;058;091;;Via Dalmazia;25;Roma;;00198;3384715978;;cav.municipio2@gmail.com;;;;;;;;;;;;;;;UTE1200027;;;;;1;1;;CAV1200027;12;12;1;2
409;CAV1200028;CAV Paola Lattes (ex Solazzi);12;058;091;;Via Siro Solazzi;3;Roma;;00156;0685386922;;cavsolazzi@gmail.com;;;;;;;;;;;;;;;UTE1200028;;;;;1;1;;CAV1200028;12;12;1;2
410;CAV1200029;Sportello telematico e Centro di ascolto;12;060;043;;Piazza SS Triade;8;Isola del Liri (FR);;03036;3898891377;;sosdonnasora@gmail.com;;;;;;;;;;;;;;;UTE1200029;;;;;1;1;;CAV1200029;12;12;1;2
411;CAV1200030;Stella Polare;12;060;074;;Lungoliri Cavour;12;Sora (FR);;03039;0776839275;;info@risorsedonna.org;;;;;;;;;;;;;;;UTE1200030;;;;;1;1;;CAV1200030;12;12;1;2
412;CAV1200031;Centro Antiviolenza Federica Mangiapelo;12;058;005;;Via Fosso Pietroso;9;Anguillara Sabazia (Roma);;00061;3403751484;;cav.anguillara@gmail.com;;;;;;;;;;;;;;;UTE1200031;;;;;1;1;;CAV1200031;12;12;1;2
413;CAV1200032;Fammi rinascere;12;060;035;;Armando Diaz;530/;Fiuggi (FR);;03014;800768074;;info@donnevittimediviolenza.it;;;;;;;;;;;;;;;UTE1200032;;;;;1;1;;CAV1200032;12;12;1;2
414;CAV1200033;Centro Antiviolenza Penelope;12;056;059;;Via della pettinara;4;Viterbo;;01100;0711563229 3926473807;;centroantiviolenza.penelope@gmail.com;;;;;;;;;;;;;;;UTE1200033;;;;;1;1;;CAV1200033;12;12;1;2
415;CAV1400004;Centro Antiviolenza Liberaluna;14;070;006;;Via Conte Rosso;21 A;Campobasso;;86100;3312632991;;liberalunaonlus@gmail.it;;;;;;;;;;;;;;aggiornata email corretta e numero di telefono corretto 24/07/2024;UTE1400004;;;;;1;1;;CAV1400004;14;14;1;2
416;CAV1900032;Associazione Una di Noi Onlus;19;083;105;;Via Quasimodo;;VILLAFRANCA TIRRENA;MESSINA;98049;3426239473 3480457713;;unadinoionlus@virgilio.it;;;;;;;;;;;;;;;UTE1900032;;;;;1;1;;CAV1900032;19;19;1;2
417;CAV1900033;Associazione Donne a Sud;19;088;012;;via Pier Paolo Pasolini;;VITTORIA;RAGUSA;97019;09321887948 3409725264;;donne.asud@virgilio.it;;;;;;;;;;;;;;;UTE1900033;;;;;1;1;;CAV1900033;19;19;1;2
418;CAV1900034;Associazione Padre Nostro;19;082;053;;via San Ciro;6;PALERMO;PALERMO;90124;0916301150  3290506311;;info@centropadrenostro.it;;;;;;;;;;;;;;;UTE1900034;;;;;1;1;;CAV1900034;19;19;1;2
419;CAV2000011;Centro antiviolenza Ambiti PLUS di Carbonia e Iglesias;20;107;003;;Via Porceddu;12;;;09013;800984434;;donnealtraguardopluscarbonia@gmail.com;;;;;;;;;;;;;;;UTE2000011;;;;;1;1;;CAV2000011;20;20;1;2
420;CAV2000012;Centro antiviolenza Unione Comuni del Marghine;20;091;044;;Via S. Satta;19;;;08015;0785 222200/3;;info@unionemarghine.it;;;;;;;;;;;;;;;UTE2000012;;;;;1;1;;CAV2000012;20;20;1;2
421;CAV2000013;Centro antiviolenza Spazio Donna PLUS Ozieri;20;090;052;;Via Tola;20;;;07014;0794124774;;coordinamentolares@hotmail.it;;;;;;;;;;;;;;;UTE2000013;;;;;1;1;;CAV2000013;20;20;1;2
422;CAV1500073;Centro Antiviolenza Demetra � Donna;15;064;008;;via fontanatetta;;Avellino;;83100;08251885778;;cav@demetrasociale.it;;;;;;;;;;;;;;;UTE1500062;;;;;1;1;;CAV1500073;15;15;1;2
