file,nome,tipo,comune,provincia,sigla_provincia,regione,codice_comune,codice_provincia,codice_regione,livello_territoriale,lat,lon,ruolo,governance_detail,is_firmatario,is_proponente,is_attore,is_gestione,is_monitoraggio,is_coordinamento,is_governance,is_governance_generica,is_ente_capofila,nome_key,tipo_key,comune_key,provincia_key,regione_key,ruolo_key,livello_key,info_score
03_2406_rta_03_240918153252_4166---Protocollo+Appendice+LineeGuida_Datatodafirmare.txt,Settore Lavoro e Formazione Provincia di Cremona,Altro,Cremona,Cremona,CR,Lombardia,019036,019,03,provincia,45.249852,9.944359,"firmatario, proponente, attore, coordinamento",coordinamento,True,True,True,False,False,True,True,False,False,settore lavoro e formazione provincia di cremona,altro,cremona,cremona,lombardia,"firmatario, proponente, attore, coordinamento",provincia,7
01_2406_rta_01_241018142716_4166---protocolloreteVC.txt,Settore Politiche Sociali del Comune di Vercelli,Servizi sociali comunali,Vercelli,Vercelli,VC,Piemonte,002158,002,01,comune,45.323985,8.423214,"firmatario, proponente, attore, coordinamento",coordinamento,True,True,True,False,False,True,True,False,False,settore politiche sociali del comune di vercelli,servizi sociali comunali,vercelli,vercelli,piemonte,"firmatario, proponente, attore, coordinamento",comune,7
13_2406_rta_13_241122111153_4166---PROTOCOLLOCASTELDISANGROEASL.txt,Società Cooperativa Sociale Horizon Service,Ente terzo settore - ETS (iscritto al RUNTS),Sulmona,L'Aquila,AQ,Abruzzo,066098,066,13,comune,42.047483,13.924196,"firmatario, proponente, attore, gestione",gestione,True,True,True,True,False,False,True,False,False,società cooperativa sociale horizon service,ente terzo settore - ets (iscritto al runts),sulmona,l'aquila,abruzzo,"firmatario, proponente, attore, gestione",comune,7
07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,Telefono Donna Centro AntiViolenza CIF APS,CAV/Centri Antiviolenza,Chiavari,Genova,GE,Liguria,010015,210,07,comune,44.316722,9.324047,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,telefono donna centro antiviolenza cif aps,cav/centri antiviolenza,chiavari,genova,liguria,"firmatario, attore, gestione",comune,7
08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,Trama di Terre,CAV/Centri Antiviolenza,Imola,Bologna,BO,Emilia-Romagna,037032,237,08,comune,44.353061,11.714119,"attore, gestione",gestione,False,False,True,True,False,False,True,False,False,trama di terre,cav/centri antiviolenza,imola,bologna,emilia-romagna,"attore, gestione",comune,7
16_taranto_protocollo d'intesa CAVGinosa sottoscritto.txt,Ufficio di Piano,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ginosa,Taranto,TA,Puglia,073007,073,16,comune,40.578001,16.757505,"attore, coordinamento",coordinamento,False,False,True,False,False,True,True,False,False,ufficio di piano,"ambiti della programmazione sociale e socio-sanitaria (ambiti sociali, piani di zona, distretti socio-sanitari, società della salute)",ginosa,taranto,puglia,"attore, coordinamento",comune,7
16_2406_rta_16_250410122122_4166---Protocollo_Viola.txt,Università degli Studi di Foggia,Università,Foggia,Foggia,FG,Puglia,071024,071,16,comune,41.462205,15.543111,"firmatario, attore, coordinamento",coordinamento,True,False,True,False,False,True,True,False,False,università degli studi di foggia,università,foggia,foggia,puglia,"firmatario, attore, coordinamento",comune,7
08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,Unione Reno Galliera,Unione dei Comuni,,Bologna,BO,Emilia-Romagna,,237,08,provincia,44.443053,11.3432,"attore, gestione",gestione,False,False,True,True,False,False,True,False,False,unione reno galliera,unione dei comuni,,bologna,emilia-romagna,"attore, gestione",provincia,6
08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,Unione Terre e Fiumi,Unione dei Comuni,,Ferrara,FE,Emilia-Romagna,,038,08,provincia,44.804822,11.830564,"firmatario, attore, gestione",gestione,True,False,True,True,False,False,True,False,False,unione terre e fiumi,unione dei comuni,,ferrara,emilia-romagna,"firmatario, attore, gestione",provincia,6
08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,Unione dei Comuni Modenesi Area Nord,Unione dei Comuni,,Modena,MO,Emilia-Romagna,,036,08,provincia,44.547885,10.902517,"attore, gestione",gestione,False,False,True,True,False,False,True,False,False,unione dei comuni modenesi area nord,unione dei comuni,,modena,emilia-romagna,"attore, gestione",provincia,6
18_2406_rta_18_240926102706_4166---protocollomondorosa2013.txt,Unione dei Comuni del Versante Ionico,Unione dei Comuni,,Catanzaro,CZ,Calabria,,079,18,provincia,38.874994,16.487188,"firmatario, proponente, attore, coordinamento",coordinamento,True,True,True,False,False,True,True,False,False,unione dei comuni del versante ionico,unione dei comuni,,catanzaro,calabria,"firmatario, proponente, attore, coordinamento",provincia,6
