chiave,record_id,file,regione_codice,regione_finale,provincia_finale,comune_finale,nome_originale,nome_canonico,nome_norm_stat,tipo_originale,tipo_standard,macro_categoria,fonte_territorializzazione,stato_osservazione,ruoli_documentali,ruolo_attore,ruolo_firmatario,ruolo_proponente,ente_capofila,note,cf,codice_soggetti_questionari,denominazione_soggetti_questionari,codice_aggregazione_2,descrizione_aggregazione_2
CENTRO DI ASCOLTO CIF DI CARRARA||Centri/Sportelli di ascolto||Massa-Carrara||Toscana,020_0019,09_APUANE_2015 Protocollo Prefettura.txt,09,Toscana,Massa-Carrara,Carrara,Centro di Ascolto Centro Italiano Femminile di Carrara,Centro di Ascolto CIF di Carrara,CENTRO DI ASCOLTO CIF DI CARRARA,Centri/Sportelli di ascolto,Centri/Sportelli di ascolto,Altro,json,valido_localizzato,firmatario|attore,1,1,0,,Firmatario del protocollo,,30,Altro,9,altro
CENTRO DI ASCOLTO CIF DI CARRARA||Centri/Sportelli di ascolto||Massa-Carrara||Toscana,020_0048,09_APUANE_2015 Protocollo Prefettura.txt,09,Toscana,Massa-Carrara,Carrara,Centro di Ascolto C.I.F. di Carrara,Centro di Ascolto CIF di Carrara,CENTRO DI ASCOLTO CIF DI CARRARA,Centri/Sportelli di ascolto,Centri/Sportelli di ascolto,Altro,json,valido_localizzato,firmatario|attore,1,1,0,,CIF = Centro Italiano Femminile,,30,Altro,9,altro
CISMAI - COORDINAMENTO ITALIANO DEI SERVIZI CONTRO IL MALTRATTAMENTO E L'ABUSO ALL'INFANZIA||Altro||||Toscana,020_0036,09_APUANE_2015 Protocollo Prefettura.txt,09,Toscana,,,C.I.S.M.A.I.,CISMAI – Coordinamento Italiano dei Servizi contro il Maltrattamento e l'Abuso all'Infanzia,CISMAI - COORDINAMENTO ITALIANO DEI SERVIZI CONTRO IL MALTRATTAMENTO E L'ABUSO ALL'INFANZIA,Altro,Altro,Altro,nome,valido_localizzato,,0,0,0,,Coordinamento italiano dei servizi contro il maltrattamento e l'abuso all'infanzia,,30,Altro,9,altro
CISMAI - COORDINAMENTO ITALIANO DEI SERVIZI CONTRO IL MALTRATTAMENTO E L'ABUSO ALL'INFANZIA||Altro||||Toscana,022_0040,09_FIRENZE Linee-di-indirizzo2024.txt,09,Toscana,,,CISMAI,CISMAI – Coordinamento Italiano dei Servizi contro il Maltrattamento e l'Abuso all'Infanzia,CISMAI - COORDINAMENTO ITALIANO DEI SERVIZI CONTRO IL MALTRATTAMENTO E L'ABUSO ALL'INFANZIA,Altro,Altro,Altro,nome,valido_localizzato,,0,0,0,,"Associazione per la tutela minori, linee guida sugli incontri protetti",,30,Altro,9,altro
REGIONE TOSCANA||Regioni/Province Autonome||||Toscana,020_0037,09_APUANE_2015 Protocollo Prefettura.txt,09,Toscana,,Toscana,Regione Toscana,Regione Toscana,REGIONE TOSCANA,Regioni/Province Autonome,Regioni/Province Autonome,Istituzioni territoriali,json,valido_localizzato,,0,0,0,,,,10,Regioni/province Autonome,5,Regioni/province Autonome
REGIONE TOSCANA||Regioni/Province Autonome||||Toscana,022_0037,09_FIRENZE Linee-di-indirizzo2024.txt,09,Toscana,,,Regione Toscana,Regione Toscana,REGIONE TOSCANA,Regioni/Province Autonome,Regioni/Province Autonome,Istituzioni territoriali,nome,valido_localizzato,,0,0,0,,"Fondi per il programma, revisione del documento",,10,Regioni/province Autonome,5,Regioni/province Autonome
REGIONE TOSCANA||Regioni/Province Autonome||||Toscana,023_0035,09_GROSSETO 2022 fpdf.txt,09,Toscana,,,Regione Toscana,Regione Toscana,REGIONE TOSCANA,Regioni/Province Autonome,Regioni/Province Autonome,Istituzioni territoriali,nome,valido_localizzato,,0,0,0,,,,10,Regioni/province Autonome,5,Regioni/province Autonome
REGIONE TOSCANA||Regioni/Province Autonome||||Toscana,024_0019,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,09,Toscana,,,Regione Toscana,Regione Toscana,REGIONE TOSCANA,Regioni/Province Autonome,Regioni/Province Autonome,Istituzioni territoriali,nome,valido_localizzato,,0,0,0,,,,10,Regioni/province Autonome,5,Regioni/province Autonome
REGIONE TOSCANA||Regioni/Province Autonome||||Toscana,026_0061,09_PISA PREF E PROV.txt,09,Toscana,,,Regione Toscana,Regione Toscana,REGIONE TOSCANA,Regioni/Province Autonome,Regioni/Province Autonome,Istituzioni territoriali,nome,valido_localizzato,firmatario|attore,1,1,0,,riconosce Centri Antiviolenza e funzioni di coordinamento della Rete Antiviolenza,,10,Regioni/province Autonome,5,Regioni/province Autonome
REGIONE TOSCANA||Regioni/Province Autonome||||Toscana,028_0021,09_PRATO PREF.txt,09,Toscana,,,Regione Toscana,Regione Toscana,REGIONE TOSCANA,Regioni/Province Autonome,Regioni/Province Autonome,Istituzioni territoriali,nome,valido_localizzato,,0,0,0,,,,10,Regioni/province Autonome,5,Regioni/province Autonome
TRIBUNALE PER I MINORENNI||Procura Minorile/ Tribunale minorile||||Toscana,020_0044,09_APUANE_2015 Protocollo Prefettura.txt,09,Toscana,,,Tribunale per i Minorenni,Tribunale per i Minorenni,TRIBUNALE PER I MINORENNI,Procura Minorile/Tribunale minorile,Procura Minorile/ Tribunale minorile,Settore giudiziario,nome,valido_localizzato,,0,0,0,,,,17,Procura Minorile/ Tribunale minorile,2,Settore giudiziario
TRIBUNALE PER I MINORENNI||Procura Minorile/ Tribunale minorile||||Toscana,028_0020,09_PRATO PREF.txt,09,Toscana,,,Tribunale per i Minorenni,Tribunale per i Minorenni,TRIBUNALE PER I MINORENNI,Procura Minorile/Tribunale minorile,Procura Minorile/ Tribunale minorile,Settore giudiziario,nome,valido_localizzato,,0,0,0,,,,17,Procura Minorile/ Tribunale minorile,2,Settore giudiziario
TRIBUNALE PER I MINORENNI||Procura Minorile/ Tribunale minorile||||Toscana,029_0023,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,09,Toscana,,,Tribunale per i Minorenni,Tribunale per i Minorenni,TRIBUNALE PER I MINORENNI,Procura Minorile/Tribunale minorile,Procura Minorile/ Tribunale minorile,Settore giudiziario,nome,valido_localizzato,,0,0,0,,Coinvolto per provvedimenti su minori,,17,Procura Minorile/ Tribunale minorile,2,Settore giudiziario
CONSIGLIERA PROVINCIALE DI PARITA||Organismi di parità||||Toscana,021_0012,09_AREZZO Prot_2024-2026.txt,09,Toscana,,,Consigliera Provinciale di Parità,Consigliera Provinciale di Parità,CONSIGLIERA PROVINCIALE DI PARITA,Organismi di parità,Organismi di parità,Altro,nome,valido_localizzato,firmatario|attore,1,1,0,,Firmatario protocollo,,23,Organismi di parità,6,Territorio
CONSIGLIERA PROVINCIALE DI PARITA||Organismi di parità||||Toscana,027_0032,09_PISTOIA PROV .txt,09,Toscana,,,Consigliera Provinciale di Parita,Consigliera Provinciale di Parità,CONSIGLIERA PROVINCIALE DI PARITA,Organismi di parità,Organismi di parità,Altro,nome,valido_localizzato,firmatario|attore,1,1,0,,firmatario,,23,Organismi di parità,6,Territorio
FORZE DELL'ORDINE||Carabinieri/Polizia/altre forze dell'ordine||||Toscana,021_0020,09_AREZZO Prot_2024-2026.txt,09,Toscana,,,FF.OO.,Forze dell'ordine,FORZE DELL'ORDINE,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,nome,generico,,0,0,0,,Forze dell’ordine indicate tra i soggetti rappresentati dalla Prefettura,,15,Carabinieri/Polizia/altre forze dell'ordine,2,Settore giudiziario
FORZE DELL'ORDINE||Carabinieri/Polizia/altre forze dell'ordine||||Toscana,026_0042,09_PISA PREF E PROV.txt,09,Toscana,,,Forze dell'Ordine,Forze dell'ordine,FORZE DELL'ORDINE,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,nome,generico,firmatario|attore,1,1,0,,,,15,Carabinieri/Polizia/altre forze dell'ordine,2,Settore giudiziario
FORZE DELL'ORDINE||Carabinieri/Polizia/altre forze dell'ordine||||Toscana,029_0020,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,09,Toscana,,,Forze dell’Ordine,Forze dell'ordine,FORZE DELL'ORDINE,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,nome,generico,attore,1,0,0,,Interventi su richiesta della vittima o del personale sanitario,,15,Carabinieri/Polizia/altre forze dell'ordine,2,Settore giudiziario
PROCURA GENERALE DELLA REPUBBLICA PRESSO LA CORTE D'APPELLO DI FIRENZE||Procura Ordinaria/Tribunale/Corte d'appello||Firenze||Toscana,023_0046,09_GROSSETO 2022 fpdf.txt,09,Toscana,Firenze,Firenze,Procura Generale della Repubblica presso la Corte d'Appello di Firenze,Procura Generale della Repubblica presso la Corte d'Appello di Firenze,PROCURA GENERALE DELLA REPUBBLICA PRESSO LA CORTE D'APPELLO DI FIRENZE,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,json,valido_localizzato,,0,0,0,,,,18,Procura Ordinaria/Tribunale/Corte d'appello,2,Settore giudiziario
PROCURA GENERALE DELLA REPUBBLICA PRESSO LA CORTE D'APPELLO DI FIRENZE||Procura Ordinaria/Tribunale/Corte d'appello||Firenze||Toscana,029_0002,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,09,Toscana,Firenze,Firenze,Procura Generale della Repubblica presso la Corte d’Appello di Firenze,Procura Generale della Repubblica presso la Corte d'Appello di Firenze,PROCURA GENERALE DELLA REPUBBLICA PRESSO LA CORTE D'APPELLO DI FIRENZE,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,Firmatario del protocollo,,18,Procura Ordinaria/Tribunale/Corte d'appello,2,Settore giudiziario
PROCURE DELLA REPUBBLICA PRESSO IL TRIBUNALE DEL DISTRETTO||Procura Ordinaria/Tribunale/Corte d'appello||||Toscana,023_0047,09_GROSSETO 2022 fpdf.txt,09,Toscana,,,Procure della Repubblica presso il Tribunale del Distretto,Procure della Repubblica presso il Tribunale del Distretto,PROCURE DELLA REPUBBLICA PRESSO IL TRIBUNALE DEL DISTRETTO,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,nome,valido_localizzato,,0,0,0,,,,18,Procura Ordinaria/Tribunale/Corte d'appello,2,Settore giudiziario
PROCURE DELLA REPUBBLICA PRESSO IL TRIBUNALE DEL DISTRETTO||Procura Ordinaria/Tribunale/Corte d'appello||||Toscana,029_0003,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,09,Toscana,,,Procure della Repubblica presso il Tribunale del Distretto,Procure della Repubblica presso il Tribunale del Distretto,PROCURE DELLA REPUBBLICA PRESSO IL TRIBUNALE DEL DISTRETTO,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,nome,valido_localizzato,firmatario|attore,1,1,0,,Firmatario del protocollo,,18,Procura Ordinaria/Tribunale/Corte d'appello,2,Settore giudiziario
PROCURA DELLA REPUBBLICA PER I MINORENNI DI FIRENZE||Procura Minorile/ Tribunale minorile||Firenze||Toscana,023_0048,09_GROSSETO 2022 fpdf.txt,09,Toscana,Firenze,Firenze,Procura della Repubblica per i Minorenni di Firenze,Procura della Repubblica per i Minorenni di Firenze,PROCURA DELLA REPUBBLICA PER I MINORENNI DI FIRENZE,Procura Minorile/Tribunale minorile,Procura Minorile/ Tribunale minorile,Settore giudiziario,json,valido_localizzato,,0,0,0,,,,17,Procura Minorile/ Tribunale minorile,2,Settore giudiziario
PROCURA DELLA REPUBBLICA PER I MINORENNI DI FIRENZE||Procura Minorile/ Tribunale minorile||Firenze||Toscana,029_0004,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,09,Toscana,Firenze,Firenze,Procura della Repubblica per i Minorenni di Firenze,Procura della Repubblica per i Minorenni di Firenze,PROCURA DELLA REPUBBLICA PER I MINORENNI DI FIRENZE,Procura Minorile/Tribunale minorile,Procura Minorile/ Tribunale minorile,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,Firmatario del protocollo,,17,Procura Minorile/ Tribunale minorile,2,Settore giudiziario
PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE DI MASSA||Procura Ordinaria/Tribunale/Corte d'appello||Massa-Carrara||Toscana,023_0050,09_GROSSETO 2022 fpdf.txt,09,Toscana,Massa-Carrara,Massa,Procura della Repubblica presso il Tribunale di Massa,Procura della Repubblica presso il Tribunale di Massa,PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE DI MASSA,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,json,valido_localizzato,,0,0,0,,,,18,Procura Ordinaria/Tribunale/Corte d'appello,2,Settore giudiziario
PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE DI MASSA||Procura Ordinaria/Tribunale/Corte d'appello||Massa-Carrara||Toscana,029_0006,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,09,Toscana,Massa-Carrara,Massa,Procura della Repubblica presso il Tribunale di Massa,Procura della Repubblica presso il Tribunale di Massa,PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE DI MASSA,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,Firmatario del protocollo,,18,Procura Ordinaria/Tribunale/Corte d'appello,2,Settore giudiziario
PROCURA DELLA REPUBBLICA||Procura Ordinaria/Tribunale/Corte d'appello||||Toscana,025_0003,09_LUCCA PROV.txt,09,Toscana,,,Procura della Repubblica,Procura della Repubblica,PROCURA DELLA REPUBBLICA,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,nome,generico,firmatario|attore,1,1,0,,,,18,Procura Ordinaria/Tribunale/Corte d'appello,2,Settore giudiziario
PROCURA DELLA REPUBBLICA||Procura Ordinaria/Tribunale/Corte d'appello||||Toscana,026_0041,09_PISA PREF E PROV.txt,09,Toscana,,,Procura della Repubblica,Procura della Repubblica,PROCURA DELLA REPUBBLICA,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,nome,generico,firmatario|attore,1,1,0,,,,18,Procura Ordinaria/Tribunale/Corte d'appello,2,Settore giudiziario
CENTRI ANTIVIOLENZA||CAV||||Toscana,025_0014,09_LUCCA PROV.txt,09,Toscana,,,Centri Antiviolenza,Centri Antiviolenza,CENTRI ANTIVIOLENZA,CAV/Centri Antiviolenza,CAV,CAV e protezione,nome,generico,firmatario|attore,1,1,0,,,,1,CAV,1,CAV
CENTRI ANTIVIOLENZA||CAV||||Toscana,026_0052,09_PISA PREF E PROV.txt,09,Toscana,,,Centri Antiviolenza riconosciuti dalla Regione Toscana,Centri Antiviolenza,CENTRI ANTIVIOLENZA,CAV/Centri Antiviolenza,CAV,CAV e protezione,nome,generico,firmatario|attore,1,1,0,,"operano nel territorio provinciale per la prevenzione e il contrasto della violenza maschile contro le donne, della violenza intrafamiliare e della violenza assistita",,1,CAV,1,CAV
CENTRI ANTIVIOLENZA||CAV||||Toscana,027_0039,09_PISTOIA PROV .txt,09,Toscana,,,Centro Antiviolenza,Centri Antiviolenza,CENTRI ANTIVIOLENZA,CAV/Centri Antiviolenza,CAV,CAV e protezione,nome,generico,attore,1,0,0,,citato come soggetto operativo nei ruoli e nelle azioni,,1,CAV,1,CAV
CENTRI ANTIVIOLENZA||CAV||||Toscana,029_0011,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,09,Toscana,,,Centri Antiviolenza,Centri Antiviolenza,CENTRI ANTIVIOLENZA,CAV/Centri Antiviolenza,CAV,CAV e protezione,nome,generico,attore,1,0,0,,Coinvolti nel percorso donna,,1,CAV,1,CAV
AZIENDA SANITARIA USL TOSCANA CENTRO||ASL (consultori familiari e altri servizi territoriali)||||Toscana,026_0047,09_PISA PREF E PROV.txt,09,Toscana,,,Azienda Sanitaria USL Toscana Centro,Azienda Sanitaria USL Toscana Centro,AZIENDA SANITARIA USL TOSCANA CENTRO,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Settore sanitario,nome,valido_localizzato,firmatario|attore,1,1,0,,,,12,ASL (consultori familiari e altri servizi territoriali),4,settore sanitario
AZIENDA SANITARIA USL TOSCANA CENTRO||ASL (consultori familiari e altri servizi territoriali)||||Toscana,028_0015,09_PRATO PREF.txt,09,Toscana,,,Azienda Sanitaria USL Toscana Centro,Azienda Sanitaria USL Toscana Centro,AZIENDA SANITARIA USL TOSCANA CENTRO,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Settore sanitario,nome,valido_localizzato,firmatario|attore,1,1,0,,Firmatario del protocollo,,12,ASL (consultori familiari e altri servizi territoriali),4,settore sanitario
"PRONTO SOCCORSO||Ospedale (Pronto soccorso, ecc.)||||Toscana",029_0018,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,09,Toscana,,,Pronto Soccorso,Pronto Soccorso,PRONTO SOCCORSO,"Ospedale (Pronto soccorso, ecc.)","Ospedale (Pronto soccorso, ecc.)",Settore sanitario,nome,generico,attore,1,0,0,,Ambito di accesso e di intervento,,11,"Ospedale (Pronto soccorso, ecc.)",4,settore sanitario
"PRONTO SOCCORSO||Ospedale (Pronto soccorso, ecc.)||||Toscana",029_0027,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,09,Toscana,,,Pronto Soccorso,Pronto Soccorso,PRONTO SOCCORSO,"Ospedale (Pronto soccorso, ecc.)","Ospedale (Pronto soccorso, ecc.)",Settore sanitario,nome,generico,attore,1,0,0,,Ambito sanitario per gestione accessi vittime,,11,"Ospedale (Pronto soccorso, ecc.)",4,settore sanitario
"PRONTO SOCCORSO||Ospedale (Pronto soccorso, ecc.)||||Toscana",030_0014,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,09,Toscana,,,Pronto soccorso,Pronto soccorso,PRONTO SOCCORSO,"Ospedale (Pronto soccorso, ecc.)","Ospedale (Pronto soccorso, ecc.)",Settore sanitario,nome,generico,attore,1,0,0,,,,11,"Ospedale (Pronto soccorso, ecc.)",4,settore sanitario
CONSULTORIO||ASL (consultori familiari e altri servizi territoriali)||||Toscana,029_0030,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,09,Toscana,,,Consultorio,Consultorio,CONSULTORIO,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Settore sanitario,nome,generico,,0,0,0,,Intervento su minori e salute donne,,12,ASL (consultori familiari e altri servizi territoriali),4,settore sanitario
CONSULTORIO||ASL (consultori familiari e altri servizi territoriali)||||Toscana,030_0015,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,09,Toscana,,,Consultorio,Consultorio,CONSULTORIO,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Settore sanitario,nome,generico,attore,1,0,0,,,,12,ASL (consultori familiari e altri servizi territoriali),4,settore sanitario
