regione_codice,regione,provincia_finale,comune_finale,nome_canonico,tipo_standard,codice_aggregazione_2,descrizione_aggregazione_2,stato_osservazione,files,n_record_aggregati
09,Toscana,Grosseto,Cinigiano,Comune di Cinigiano,Comuni,3,Servizi comunali,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
09,Toscana,Grosseto,Civitella Paganico,Comune di Civitella Paganico,Comuni,3,Servizi comunali,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
08,Emilia-Romagna,Ferrara,Codigoro,Comune di Codigoro,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
09,Toscana,Siena,Colle di Val d'Elsa,Comune di Colle di Val d'Elsa,Comuni,3,Servizi comunali,valido_localizzato,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
08,Emilia-Romagna,Ferrara,Comacchio,Comune di Comacchio,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
08,Emilia-Romagna,Ferrara,Copparo,Comune di Copparo,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt | 08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2
08,Emilia-Romagna,Rimini,Coriano,Comune di Coriano,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
09,Toscana,Pisa,Crespina-Lorenzana,Comune di Crespina-Lorenzana,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
08,Emilia-Romagna,Bologna,Crevalcore,Comune di Crevalcore,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
09,Toscana,,Cutigliano,Comune di Cutigliano,Comuni,3,Servizi comunali,valido_localizzato,09_PISTOIA PROV .txt,1
08,Emilia-Romagna,Bologna,Dozza,Comune di Dozza,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,Ravenna,Faenza,Comune di Faenza,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
09,Toscana,Pisa,Fauglia,Comune di Fauglia,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
08,Emilia-Romagna,Ferrara,Ferrara,Comune di Ferrara,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt | 08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2
09,Toscana,Firenze,Figline e Incisa Valdarno,Comune di Figline e Incisa Valdarno,Comuni,3,Servizi comunali,valido_localizzato,09_FIRENZE Linee-di-indirizzo2024.txt,1
08,Emilia-Romagna,Modena,Fiorano Modenese,Comune di Fiorano Modenese,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
08,Emilia-Romagna,Piacenza,Fiorenzuola d'Arda,Comune di Fiorenzuola d'Arda,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,1
09,Toscana,Firenze,Firenze,Comune di Firenze,Comuni,3,Servizi comunali,valido_localizzato,09_FIRENZE Linee-di-indirizzo2024.txt,1
09,Toscana,Firenze,Firenze,Comune di Firenze: Area Tutela Valery,Comuni,3,Servizi comunali,valido_localizzato,09_FIRENZE Linee-di-indirizzo2024.txt,1
09,Toscana,Firenze,Firenze,Comune di Firenze: Servizi sociali,Comuni,3,Servizi comunali,valido_localizzato,09_FIRENZE Linee-di-indirizzo2024.txt,1
09,Toscana,Grosseto,Follonica,Comune di Follonica,Comuni,3,Servizi comunali,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
08,Emilia-Romagna,Bologna,Fontanelice,Comune di Fontanelice,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,Forli-Cesena,Forli,Comune di Forli,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
08,Emilia-Romagna,Modena,Formigine,Comune di Formigine,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
08,Emilia-Romagna,Bologna,Gaggio Montano,Comune di Gaggio Montano,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,Bologna,Galliera,Comune di Galliera,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
09,Toscana,Grosseto,Gavorrano,Comune di Gavorrano,Comuni,3,Servizi comunali,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
08,Emilia-Romagna,Rimini,Gemmano,Comune di Gemmano,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
07,Liguria,Genova,Genova,Comune di Genova,Comuni,3,Servizi comunali,valido_localizzato,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt | 07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2
08,Emilia-Romagna,Bologna,Granarolo dell'Emilia,Comune di Granarolo dell'Emilia,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,Bologna,Grizzana Morandi,Comune di Grizzana Morandi,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
09,Toscana,Grosseto,Grosseto,Comune di Grosseto,Comuni,3,Servizi comunali,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
09,Toscana,Pisa,Guardistallo,Comune di Guardistallo,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
08,Emilia-Romagna,Bologna,Imola,Comune di Imola,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,3
09,Toscana,Grosseto,Isola del Giglio,Comune di Isola del Giglio,Comuni,3,Servizi comunali,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
08,Emilia-Romagna,Ferrara,Jolanda di Savoia,Comune di Jolanda di Savoia,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
07,Liguria,La Spezia,La Spezia,Comune di La Spezia,Comuni,3,Servizi comunali,valido_localizzato,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
09,Toscana,Pisa,Lajatico,Comune di Lajatico,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
09,Toscana,Pistoia,Lamporecchio,Comune di Lamporecchio,Comuni,3,Servizi comunali,valido_localizzato,09_PISTOIA PROV .txt,1
09,Toscana,Pistoia,Larciano,Comune di Larciano,Comuni,3,Servizi comunali,valido_localizzato,09_PISTOIA PROV .txt,1
09,Toscana,Firenze,Lastra a Signa,Comune di Lastra a Signa,Comuni,3,Servizi comunali,valido_localizzato,09_FIRENZE Linee-di-indirizzo2024.txt,1
09,Toscana,Livorno,Livorno,Comune di Livorno,Comuni,3,Servizi comunali,valido_localizzato,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,1
08,Emilia-Romagna,Bologna,Lizzano in Belvedere,Comune di Lizzano in Belvedere,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,Bologna,Loiano,Comune di Loiano,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
09,Toscana,Grosseto,Magliano in Toscana,Comune di Magliano in Toscana,Comuni,3,Servizi comunali,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
08,Emilia-Romagna,Bologna,Malalbergo,Comune di Malalbergo,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
09,Toscana,Grosseto,Manciano,Comune di Manciano,Comuni,3,Servizi comunali,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
08,Emilia-Romagna,Modena,Maranello,Comune di Maranello,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
09,Toscana,Pistoia,Marliana,Comune di Marliana,Comuni,3,Servizi comunali,valido_localizzato,09_PISTOIA PROV .txt,1
08,Emilia-Romagna,Bologna,Marzabotto,Comune di Marzabotto,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,Ferrara,Masi Torello,Comune di Masi Torello,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
09,Toscana,Massa-Carrara,Massa,Comune di Massa,Comuni,3,Servizi comunali,valido_localizzato,09_APUANE_2015 Protocollo Prefettura.txt,1
09,Toscana,Grosseto,Massa Marittima,Comune di Massa Marittima,Comuni,3,Servizi comunali,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
09,Toscana,Pistoia,Massa e Cozzile,Comune di Massa e Cozzile,Comuni,3,Servizi comunali,valido_localizzato,09_PISTOIA PROV .txt,1
08,Emilia-Romagna,Bologna,Medicina,Comune di Medicina,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,Bologna,Minerbio,Comune di Minerbio,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,Modena,Mirandola,Comune di Mirandola,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
08,Emilia-Romagna,Rimini,Misano Adriatico,Comune di Misano Adriatico,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
08,Emilia-Romagna,Modena,Modena,Comune di Modena,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
08,Emilia-Romagna,Bologna,Molinella,Comune di Molinella,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,Rimini,Mondaino,Comune di Mondaino,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
08,Emilia-Romagna,Bologna,Monghidoro,Comune di Monghidoro,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
09,Toscana,Pistoia,Monsummano Terme,Comune di Monsummano Terme,Comuni,3,Servizi comunali,valido_localizzato,09_PISTOIA PROV .txt,1
09,Toscana,Pistoia,Montale,Comune di Montale,Comuni,3,Servizi comunali,valido_localizzato,09_PISTOIA PROV .txt,1
09,Toscana,Grosseto,Monte Argentario,Comune di Monte Argentario,Comuni,3,Servizi comunali,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
08,Emilia-Romagna,Bologna,Monte San Pietro,Comune di Monte San Pietro,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
09,Toscana,Pistoia,Montecatini Terme,Comune di Montecatini Terme,Comuni,3,Servizi comunali,valido_localizzato,09_PISTOIA PROV .txt,1
09,Toscana,Pisa,Montecatini Val Di Cecina,Comune di Montecatini Val Di Cecina,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
08,Emilia-Romagna,Rimini,Montefiore Conca,Comune di Montefiore Conca,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
08,Emilia-Romagna,Rimini,Montegridolfo,Comune di Montegridolfo,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
09,Toscana,Prato,Montemurlo,Comune di Montemurlo,Comuni,3,Servizi comunali,valido_localizzato,09_PRATO PREF.txt,1
09,Toscana,Siena,Montepulciano,Comune di Montepulciano,Comuni,3,Servizi comunali,valido_localizzato,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,1
08,Emilia-Romagna,Bologna,Monterenzio,Comune di Monterenzio,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
09,Toscana,Grosseto,Monterotondo Marittimo,Comune di Monterotondo Marittimo,Comuni,3,Servizi comunali,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
09,Toscana,Pisa,Montescudaio,Comune di Montescudaio,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
08,Emilia-Romagna,Rimini,Montescudo-Montecolombo,Comune di Montescudo-Montecolombo,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
08,Emilia-Romagna,Modena,Montese,Comune di Montese,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
09,Toscana,Pisa,Monteverdi Marittimo,Comune di Monteverdi Marittimo,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
09,Toscana,Grosseto,Montieri,Comune di Montieri,Comuni,3,Servizi comunali,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
09,Toscana,Massa-Carrara,Montignoso,Comune di Montignoso,Comuni,3,Servizi comunali,valido_localizzato,09_APUANE_2015 Protocollo Prefettura.txt,1
09,Toscana,,Montopoli Valdarno,Comune di Montopoli Valdarno,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
08,Emilia-Romagna,Bologna,Monzuno,Comune di Monzuno,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,Rimini,Morciano di Romagna,Comune di Morciano di Romagna,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
08,Emilia-Romagna,Bologna,Mordano,Comune di Mordano,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,Rimini,Novafeltria,Comune di Novafeltria,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
09,Toscana,Grosseto,Orbetello,Comune di Orbetello,Comuni,3,Servizi comunali,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
09,Toscana,Pisa,Orciano Pisano,Comune di Orciano Pisano,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
08,Emilia-Romagna,Bologna,Ozzano dell'Emilia,Comune di Ozzano dell'Emilia,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
09,Toscana,Pisa,Palaia,Comune di Palaia,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
09,Toscana,Pisa,Peccioli,Comune di Peccioli,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
09,Toscana,Pistoia,Pescia,Comune di Pescia,Comuni,3,Servizi comunali,valido_localizzato,09_PISTOIA PROV .txt,1
08,Emilia-Romagna,Piacenza,Piacenza,Comune di Piacenza,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt | 08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt | 08_2406_rta_08_241015092005_4166---DG216-2024.txt,3
08,Emilia-Romagna,Bologna,Pianoro,Comune di Pianoro,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
09,Toscana,Pistoia,Pieve a Nievole,Comune di Pieve a Nievole,Comuni,3,Servizi comunali,valido_localizzato,09_PISTOIA PROV .txt,1
08,Emilia-Romagna,Bologna,Pieve di Cento,Comune di Pieve di Cento,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
09,Toscana,Pisa,Pisa,Comune di Pisa,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
09,Toscana,Pistoia,Pistoia,Comune di Pistoia,Comuni,3,Servizi comunali,valido_localizzato,09_PISTOIA PROV .txt,1
09,Toscana,,Piteglio,Comune di Piteglio,Comuni,3,Servizi comunali,valido_localizzato,09_PISTOIA PROV .txt,1
09,Toscana,Grosseto,Pitigliano,Comune di Pitigliano,Comuni,3,Servizi comunali,valido_localizzato,09_GROSSETO 2022 fpdf.txt,1
09,Toscana,Siena,Poggibonsi,Comune di Poggibonsi,Comuni,3,Servizi comunali,valido_localizzato,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
09,Toscana,Prato,Poggio a Caiano,Comune di Poggio a Caiano,Comuni,3,Servizi comunali,valido_localizzato,09_PRATO PREF.txt,1
09,Toscana,Pisa,Pomarance,Comune di Pomarance,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
09,Toscana,Pisa,Ponsacco,Comune di Ponsacco,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
09,Toscana,Firenze,Pontassieve,Comune di Pontassieve,Comuni,3,Servizi comunali,valido_localizzato,09_FIRENZE Linee-di-indirizzo2024.txt,1
09,Toscana,Pistoia,Ponte Buggianese,Comune di Ponte Buggianese,Comuni,3,Servizi comunali,valido_localizzato,09_PISTOIA PROV .txt,1
09,Toscana,Pisa,Pontedera,Comune di Pontedera,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
09,Toscana,Prato,Prato,Comune di Prato,Comuni,3,Servizi comunali,valido_localizzato,09_PRATO PREF.txt,1
09,Toscana,Pistoia,Quarrata,Comune di Quarrata,Comuni,3,Servizi comunali,valido_localizzato,09_PISTOIA PROV .txt,1
09,Toscana,Siena,Radicondoli,Comune di Radicondoli,Comuni,3,Servizi comunali,valido_localizzato,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
08,Emilia-Romagna,Ravenna,Ravenna,Comune di Ravenna,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
08,Emilia-Romagna,,Reggio Emilia,Comune di Reggio Emilia,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
08,Emilia-Romagna,Rimini,Riccione,Comune di Riccione,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
08,Emilia-Romagna,Rimini,Rimini,Comune di Rimini,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
08,Emilia-Romagna,Ravenna,Riolo Terme,Comune di Riolo Terme,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
09,Toscana,Pisa,Riparbella,Comune di Riparbella,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
08,Emilia-Romagna,Ferrara,Riva del Po,Comune di Riva del Po,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
08,Emilia-Romagna,Ravenna,Russi,Comune di Russi,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
08,Emilia-Romagna,Bologna,Sala Bolognese,Comune di Sala Bolognese,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,Rimini,Saludecio,Comune di Saludecio,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
09,Toscana,Pistoia,Sambuca Pistoiese,Comune di Sambuca Pistoiese,Comuni,3,Servizi comunali,valido_localizzato,09_PISTOIA PROV .txt,1
08,Emilia-Romagna,Bologna,San Benedetto Val di Sambro,Comune di San Benedetto Val di Sambro,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
09,Toscana,,San Casciano Val di Pesa,Comune di San Casciano Val di Pesa,Comuni,3,Servizi comunali,valido_localizzato,09_FIRENZE Linee-di-indirizzo2024.txt,1
09,Toscana,Siena,San Casciano dei Bagni,Comune di San Casciano dei Bagni,Comuni,3,Servizi comunali,valido_localizzato,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,1
08,Emilia-Romagna,Modena,San Cesario sul Panaro,Comune di San Cesario sul Panaro,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
08,Emilia-Romagna,Rimini,San Clemente,Comune di San Clemente,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
09,Toscana,Siena,San Gimignano,Comune di San Gimignano,Comuni,3,Servizi comunali,valido_localizzato,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
08,Emilia-Romagna,Bologna,San Giorgio di Piano,Comune di San Giorgio di Piano,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
08,Emilia-Romagna,Rimini,San Giovanni in Marignano,Comune di San Giovanni in Marignano,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
08,Emilia-Romagna,Bologna,San Giovanni in Persiceto,Comune di San Giovanni in Persiceto,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
09,Toscana,Pisa,San Giuliano Terme,Comune di San Giuliano Terme,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
08,Emilia-Romagna,Bologna,San Lazzaro di Savena,Comune di San Lazzaro di Savena,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,3
09,Toscana,,San Marcello Pistoiese,Comune di San Marcello Pistoiese,Comuni,3,Servizi comunali,valido_localizzato,09_PISTOIA PROV .txt,1
09,Toscana,Pisa,San Miniato,Comune di San Miniato,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
08,Emilia-Romagna,Bologna,San Pietro in Casale,Comune di San Pietro in Casale,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
07,Liguria,Imperia,Sanremo,Comune di Sanremo,Comuni,3,Servizi comunali,valido_localizzato,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
08,Emilia-Romagna,Bologna,Sant'Agata Bolognese,Comune di Sant'Agata Bolognese,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
09,Toscana,Pisa,Santa Croce sull'Arno,Comune di Santa Croce sull'Arno,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
09,Toscana,Pisa,Santa Luce,Comune di Santa Luce,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
09,Toscana,Pisa,Santa Maria a Monte,Comune di Santa Maria a Monte,Comuni,3,Servizi comunali,valido_localizzato,09_PISA PREF E PROV.txt,1
08,Emilia-Romagna,Rimini,Santarcangelo di Romagna,Comune di Santarcangelo di Romagna,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
09,Toscana,Siena,Sarteano,Comune di Sarteano,Comuni,3,Servizi comunali,valido_localizzato,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,1
08,Emilia-Romagna,Bologna,Sasso Marconi,Comune di Sasso Marconi,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,2
08,Emilia-Romagna,Modena,Sassuolo,Comune di Sassuolo,Comuni,3,Servizi comunali,valido_localizzato,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
