regione,provincia,comune,nome_canonico,tipo_30,tipo_10,files,n_record_aggregati
Emilia-Romagna,,,SUNIA,Sindacati/Associazioni di categoria,associazionismo,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ferrara,Ferrara,Sindacato Confederale CGIL Ferrara,Sindacati/Associazioni di categoria,associazionismo,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Ferrara,Ferrara,Sindacato Confederale CISL Ferrara,Sindacati/Associazioni di categoria,associazionismo,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Ferrara,Ferrara,Sindacato Confederale UIL Ferrara,Sindacati/Associazioni di categoria,associazionismo,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Toscana,,,UGL Provinciale,Sindacati/Associazioni di categoria,associazionismo,09_PISTOIA PROV .txt,1
Emilia-Romagna,,,UIL,Sindacati/Associazioni di categoria,associazionismo,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Bologna,UIL - Bologna,Sindacati/Associazioni di categoria,associazionismo,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
Toscana,,,UIL Provinciale,Sindacati/Associazioni di categoria,associazionismo,09_PISTOIA PROV .txt,1
Emilia-Romagna,,,UNIAT,Sindacati/Associazioni di categoria,associazionismo,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,,,UNIONE INQUILINI,Sindacati/Associazioni di categoria,associazionismo,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,,,"Associazione ""Pronto Donna"" Centro Antiviolenza",CAV,CAV,09_AREZZO Prot_2024-2026.txt,1
Emilia-Romagna,Modena,Modena,Casa delle donne contro la violenza Centro antiviolenza onlus,CAV,CAV,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Liguria,Savona,Albenga,Centro Antiviolenza Artemisia Gentileschi,CAV,CAV,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Toscana,,,Centro Antiviolenza Associazione Artemisia APS,CAV,CAV,09_FIRENZE Linee-di-indirizzo2024.txt,1
Liguria,,,Centro Antiviolenza Casa Pandora Margherita Ferro,CAV,CAV,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Emilia-Romagna,,Reggio Emilia,Centro Antiviolenza Casa delle Donne,CAV,CAV,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Toscana,Massa-Carrara,Carrara,Centro Antiviolenza Centro Donna Carrara,CAV,CAV,09_APUANE_2015 Protocollo Prefettura.txt,1
Toscana,,,Centro Antiviolenza Centro Donna Lunigiana,CAV,CAV,09_APUANE_2015 Protocollo Prefettura.txt,1
Toscana,,,Centro Antiviolenza Centro Donna della Lunigiana,CAV,CAV,09_APUANE_2015 Protocollo Prefettura.txt,1
Toscana,Massa-Carrara,Massa,Centro Antiviolenza Centro Donna di Massa,CAV,CAV,09_APUANE_2015 Protocollo Prefettura.txt,1
Toscana,Massa-Carrara,Carrara,Centro Antiviolenza Donna chiama Donna di Carrara,CAV,CAV,09_APUANE_2015 Protocollo Prefettura.txt,1
Toscana,Massa-Carrara,Massa,Centro Antiviolenza Duna di Massa,CAV,CAV,09_APUANE_2015 Protocollo Prefettura.txt,1
Liguria,,,Centro Antiviolenza ISV,CAV,CAV,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,,,Centro Antiviolenza Irene,CAV,CAV,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Emilia-Romagna,Piacenza,Piacenza,Centro Antiviolenza La Città delle Donne o.d.v,CAV,CAV,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Toscana,,,Centro Antiviolenza La Nara,CAV,CAV,09_PRATO PREF.txt,1
Liguria,,,Centro Antiviolenza Mai piu sola e Casa Rifugio Franca Viola,CAV,CAV,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,,,Centro Antiviolenza Mascherona e Casa Rifugio Elisa,CAV,CAV,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,,,Centro Antiviolenza Pandora,CAV,CAV,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Emilia-Romagna,Piacenza,Piacenza,"Centro Antiviolenza Piacenza ""Ass. La Città delle Donne o.d.v",CAV,CAV,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Liguria,,,Centro Antiviolenza Telefono Donna,CAV,CAV,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Emilia-Romagna,Piacenza,Piacenza,Centro Antiviolenza Telefono Rosa Piacenza - Associazione La Città delle Donne - ODV Piacenza,CAV,CAV,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,1
Emilia-Romagna,Rimini,Rimini,"Centro Antiviolenza del Comune di Rimini ""Rompi il silenzio",CAV,CAV,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Toscana,Grosseto,Grosseto,Centro Antiviolenza di Grosseto,CAV,CAV,09_GROSSETO 2022 fpdf.txt,1
Toscana,Grosseto,Orbetello,Centro Antiviolenza di Orbetello,CAV,CAV,09_GROSSETO 2022 fpdf.txt,1
Emilia-Romagna,Rimini,Riccione,"Centro Antiviolenza distrettuale di Riccione ""CHIAMA ChiAMA",CAV,CAV,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Liguria,,,Centro Antiviolenza e Casa Rifugio Per non subire violenza,CAV,CAV,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Toscana,Grosseto,,"Centro antiviolenza ""Olympia de Gouges"" di Grosseto e Orbetello",CAV,CAV,09_GROSSETO 2022 fpdf.txt,1
Toscana,Grosseto,Grosseto,"Centro antiviolenza ""Tutto e vita - Elisabetta Fiorilli"" Grosseto",CAV,CAV,09_GROSSETO 2022 fpdf.txt,1
Toscana,Firenze,Firenze,Centro antiviolenza Artemisia,CAV,CAV,09_FIRENZE Linee-di-indirizzo2024.txt,1
Toscana,,Mantepescali,Centro antiviolenza di Mantepescali,CAV,CAV,09_GROSSETO 2022 fpdf.txt,1
Emilia-Romagna,Bologna,Bologna,Coordinamento dei Centri Antiviolenza dell'Emilia Romagna,CAV,CAV,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt | 08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,2
Emilia-Romagna,,,Coordinamento regionale delle Case e dei Centri antiviolenza dell'Emilia Romagna,CAV,CAV,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Liguria,Genova,Genova,Il Cerchio delle Relazioni Società Cooperativa Sociale - Centro Antiviolenza Mascherona,CAV,CAV,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Emilia-Romagna,Ferrara,Cento,Punto Antiviolenza Decentrato,CAV,CAV,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,,Rete Nazionale Antiviolenza,CAV,CAV,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,,Sportello Antiviolenza ALBA,CAV,CAV,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Ferrara,Bondeno,Sportello Antiviolenza Girasole,CAV,CAV,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Ferrara,Codigoro,Sportello Antiviolenza Iris - Codigoro,CAV,CAV,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Ferrara,Comacchio,Sportello Antiviolenza Iris - Comacchio,CAV,CAV,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Ferrara,Copparo,Sportello Antiviolenza NONtiscordardiME,CAV,CAV,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Ferrara,Argenta,Sportello Antiviolenza Viola,CAV,CAV,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Liguria,Genova,Chiavari,Telefono Donna Centro AntiViolenza CIF,CAV,CAV,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,Genova,Chiavari,Telefono Donna Centro AntiViolenza CIF APS,CAV,CAV,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Emilia-Romagna,,,Vivere Donna onlus - Centro antiviolenza,CAV,CAV,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Piacenza,Piacenza,ASP Città di Piacenza,CAV,CAV,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,1
Emilia-Romagna,Ferrara,Ferrara,"Associazione ""Centro Donna Giustizia"" di Ferrara",CAV,CAV,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Toscana,Pisa,Pisa,Associazione Casa della donna,CAV,CAV,09_PISA PREF E PROV.txt,1
Emilia-Romagna,,,Associazione Casa delle donne di Modena contro la violenza,CAV,CAV,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Toscana,Siena,Colle di Val d'Elsa,Associazione Donne Insieme Valdelsa,CAV,CAV,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Toscana,Pisa,San Miniato,Associazione Frida,CAV,CAV,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Bologna,Bologna,Associazione MondoDonna,CAV,CAV,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,,Reggio Emilia,Associazione Nondasola di Reggio Emilia,CAV,CAV,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Ravenna,Faenza,Associazione SOS Donna,CAV,CAV,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ravenna,Faenza,Associazione SOS Donna - Faenza,CAV,CAV,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Ravenna,Lugo,Associazione di volontariato DEMETRA DONNE IN AIUTO ODV,CAV,CAV,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,Ravenna,Ravenna,Associazione di volontariato LINEA ROSA ODV,CAV,CAV,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,Ravenna,Faenza,Associazione di volontariato SOS DONNA ODV,CAV,CAV,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,Bologna,Bologna,CASA delle donne per non subire violenza,CAV,CAV,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,3
Emilia-Romagna,,Reggio Emilia,Casa delle Donne,CAV,CAV,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Toscana,Massa-Carrara,Massa,Centro Donna Chiama Donna,CAV,CAV,09_APUANE_2015 Protocollo Prefettura.txt,1
Emilia-Romagna,Ferrara,Ferrara,Centro Donna Giustizia APS di Ferrara,CAV,CAV,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Toscana,,,Centro Donna Lunigiana,CAV,CAV,09_APUANE_2015 Protocollo Prefettura.txt,1
Toscana,Massa-Carrara,Massa,Centro Donna Provinciale,CAV,CAV,09_APUANE_2015 Protocollo Prefettura.txt,1
Emilia-Romagna,Forli-Cesena,Cesena,Centro Donna del Comune di Cesena,CAV,CAV,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Forli-Cesena,Cesenatico,Centro Donna del Comune di Cesenatico,CAV,CAV,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Forli-Cesena,Forli,Centro Donna del Comune di Forli,CAV,CAV,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Toscana,Massa-Carrara,Montignoso,Centro di Ascolto Sabine di Montignoso,CAV,CAV,09_APUANE_2015 Protocollo Prefettura.txt,2
Liguria,Genova,Genova,Centro per non subire violenza (da U.D.1,CAV,CAV,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Emilia-Romagna,Forli-Cesena,Cesena,Forum delle Donne di Cesena,CAV,CAV,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Bologna,Bologna,MondoDonna,CAV,CAV,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,,,Per Le Donne - Imola,CAV,CAV,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Imola,PerLeDonne,CAV,CAV,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Imola,PerLeDonne - Imola,CAV,CAV,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
Emilia-Romagna,Rimini,Rimini,Rompi il silenzio ONLUS,CAV,CAV,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Ravenna,Faenza,SOS Donna,CAV,CAV,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,2
Emilia-Romagna,,,Servizio Fenice,CAV,CAV,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,,,Telefoni Rosa,CAV,CAV,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Bologna,Imola,Trama di Terre,CAV,CAV,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,3
Emilia-Romagna,Bologna,Bologna,UDI,CAV,CAV,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,2
Toscana,,,Casa Rifugio D.I.V.E,Case Rifugio,CAV,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Liguria,,,Casa Rifugio L'isola che c'e,Case Rifugio,CAV,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,,,Casa Rifugio Marina,Case Rifugio,CAV,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Emilia-Romagna,,,"Casa Rifugio distrettuale ""Artemisia",Case Rifugio,CAV,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,,,Case rifugio,Case Rifugio,CAV,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Liguria,Genova,Chiavari,Opera Diocesana Madonna dei Bambini Villaggio del Ragazzo,Case Rifugio,CAV,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Emilia-Romagna,,,Dipartimento Pari Opportunita della Presidenza del Consiglio dei Ministri,Regioni/province Autonome,Regioni/province Autonome,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Toscana,,Toscana,Giunta della Regione Toscana,Regioni/province Autonome,Regioni/province Autonome,09_APUANE_2015 Protocollo Prefettura.txt,1
Emilia-Romagna,,,Ministero dell'Interno,Regioni/province Autonome,Regioni/province Autonome,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,,Ministero dell'Istruzione,Regioni/province Autonome,Regioni/province Autonome,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,,Ministero della Difesa,Regioni/province Autonome,Regioni/province Autonome,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,,Ministero per le Pari Opportunita,Regioni/province Autonome,Regioni/province Autonome,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,,Presidenza del Consiglio dei Ministri - Dipartimento per le Pari Opportunita,Regioni/province Autonome,Regioni/province Autonome,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,,,Regione Emilia - Romagna,Regioni/province Autonome,Regioni/province Autonome,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
Emilia-Romagna,,,Regione Emilia-Romagna,Regioni/province Autonome,Regioni/province Autonome,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt | 08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt | 08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt | 08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,6
Liguria,,,Regione Liguria,Regioni/province Autonome,Regioni/province Autonome,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt | 07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2
Toscana,,Toscana,Regione Toscana,Regioni/province Autonome,Regioni/province Autonome,09_APUANE_2015 Protocollo Prefettura.txt | 09_FIRENZE Linee-di-indirizzo2024.txt | 09_GROSSETO 2022 fpdf.txt | 09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt | 09_PISA PREF E PROV.txt | 09_PRATO PREF.txt,6
Toscana,Firenze,Firenze,Regione Toscana,Regioni/province Autonome,Regioni/province Autonome,09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,1
Emilia-Romagna,,,SERVIZIO SANITARIO REGIONALE EMILIA-ROMAGNA,Regioni/province Autonome,Regioni/province Autonome,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Emilia-Romagna,,,Ufficio di Statistica della Regione Emilia Romagna,Regioni/province Autonome,Regioni/province Autonome,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Emilia-Romagna,Modena,Castelfranco Emilia,Città di Castelfranco Emilia,Comuni,Servizi comunali,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Toscana,,Abetone,Comune di Abetone,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Toscana,Pistoia,Agliana,Comune di Agliana,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Emilia-Romagna,Bologna,Alto Reno Terme,Comune di Alto Reno Terme,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Anzola dell'Emilia,Comune di Anzola dell'Emilia,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Arezzo,Arezzo,Comune di Arezzo,Comuni,Servizi comunali,09_AREZZO Prot_2024-2026.txt,1
Emilia-Romagna,Bologna,Argelato,Comune di Argelato,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,,Barberino del Mugello,Comune di Barberino del Mugello,Comuni,Servizi comunali,09_FIRENZE Linee-di-indirizzo2024.txt,1
Emilia-Romagna,Bologna,Baricella,Comune di Baricella,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Bentivoglio,Comune di Bentivoglio,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Pisa,Bientina,Comune di Bientina,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Bologna,Bologna,Comune di Bologna,Comuni,Servizi comunali,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,5
Toscana,Firenze,Borgo San Lorenzo,Comune di Borgo San Lorenzo,Comuni,Servizi comunali,09_FIRENZE Linee-di-indirizzo2024.txt,1
Emilia-Romagna,Bologna,Borgo Tossignano,Comune di Borgo Tossignano,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ravenna,Brisighella,Comune di Brisighella,Comuni,Servizi comunali,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Bologna,Budrio,Comune di Budrio,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Pistoia,Buggiano,Comune di Buggiano,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Toscana,Pisa,Buti,Comune di Buti,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Toscana,Pisa,Calci,Comune di Calci,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Toscana,Pisa,Calcinaia,Comune di Calcinaia,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Bologna,Calderara di Reno,Comune di Calderara di Reno,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Grosseto,Campagnatico,Comune di Campagnatico,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Toscana,Firenze,Campi Bisenzio,Comune di Campi Bisenzio,Comuni,Servizi comunali,09_FIRENZE Linee-di-indirizzo2024.txt,1
Emilia-Romagna,Bologna,Camugnano,Comune di Camugnano,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Prato,Cantagallo,Comune di Cantagallo,Comuni,Servizi comunali,09_PRATO PREF.txt,1
Toscana,Grosseto,Capalbio,Comune di Capalbio,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Toscana,Pisa,Capannoli,Comune di Capannoli,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Toscana,Prato,Carmignano,Comune di Carmignano,Comuni,Servizi comunali,09_PRATO PREF.txt,1
Toscana,Massa-Carrara,Carrara,Comune di Carrara,Comuni,Servizi comunali,09_APUANE_2015 Protocollo Prefettura.txt,1
Toscana,Pisa,Casale Marittimo,Comune di Casale Marittimo,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Bologna,Casalecchio di Reno,Comune di Casalecchio di Reno,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Casalfiumanese,Comune di Casalfiumanese,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Pisa,Casciana Terme-Lari,Comune di Casciana Terme-Lari,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Toscana,Pisa,Cascina,Comune di Cascina,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Ravenna,Casola Valsenio,Comune di Casola Valsenio,Comuni,Servizi comunali,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Toscana,Siena,Casole d'Elsa,Comune di Casole d'Elsa,Comuni,Servizi comunali,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Emilia-Romagna,Ravenna,Castel Bolognese,Comune di Castel Bolognese,Comuni,Servizi comunali,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Bologna,Castel Guelfo di Bologna,Comune di Castel Guelfo di Bologna,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Castel Maggiore,Comune di Castel Maggiore,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Piacenza,Castel San Giovanni,Comune di Castel San Giovanni,Comuni,Servizi comunali,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,1
Emilia-Romagna,Bologna,Castel San Pietro Terme,Comune di Castel San Pietro Terme,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
