record_id,file,nome_originale,nome_canonico,nome_norm_stat,tipo_originale,tipo_standard,macro_categoria,comune_finale,provincia_finale,regione_finale,fonte_territorializzazione,stato_osservazione,ruoli_documentali,ruolo_attore,ruolo_firmatario,ruolo_proponente,ente_capofila,note,cf
004_0034,09_FIRENZE Linee-di-indirizzo2024.txt,Procura minorile,Procura minorile,PROCURA MINORILE,Procura Minorile/Tribunale minorile,Procura Minorile/Tribunale minorile,Giustizia e forze dell'ordine,,,Toscana,nome,generico,,0,0,0,,Destinatario di segnalazioni e interlocutore nei percorsi,
004_0035,09_FIRENZE Linee-di-indirizzo2024.txt,Tribunale Ordinario,Tribunale Ordinario,TRIBUNALE ORDINARIO,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,,,Toscana,nome,generico,,0,0,0,,Destinatario di segnalazioni e interlocutore nei percorsi,
004_0036,09_FIRENZE Linee-di-indirizzo2024.txt,Presidente del Tribunale,Presidente del Tribunale,PRESIDENTE DEL TRIBUNALE,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,,,Toscana,nome,generico,,0,0,0,,Puo fissare udienza e acquisire relazioni dei servizi,
004_0037,09_FIRENZE Linee-di-indirizzo2024.txt,Regione Toscana,Regione Toscana,REGIONE TOSCANA,Regioni/Province Autonome,Regioni/Province Autonome,Regioni/Province Autonome,,,Toscana,nome,valido_localizzato,,0,0,0,,"Fondi per il programma, revisione del documento",
004_0038,09_FIRENZE Linee-di-indirizzo2024.txt,European Society Stress Traumatic Studies,European Society Stress Traumatic Studies,EUROPEAN SOCIETY STRESS TRAUMATIC STUDIES,Altro,Altro,Altro,,,Toscana,nome,valido_localizzato,,0,0,0,,Riferimento per le linee guida su interventi,
004_0039,09_FIRENZE Linee-di-indirizzo2024.txt,OMS,OMS,OMS,Altro,Altro,Altro,,,Toscana,nome,da_escludere,,0,0,0,,Riferimento per le linee guida su interventi,
004_0040,09_FIRENZE Linee-di-indirizzo2024.txt,CISMAI,CISMAI – Coordinamento Italiano dei Servizi contro il Maltrattamento e l'Abuso all'Infanzia,CISMAI - COORDINAMENTO ITALIANO DEI SERVIZI CONTRO IL MALTRATTAMENTO E L'ABUSO ALL'INFANZIA,Altro,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,,,Toscana,nome,valido_localizzato,,0,0,0,,"Associazione per la tutela minori, linee guida sugli incontri protetti",
005_0001,09_GROSSETO 2022 fpdf.txt,Provincia di Grosseto,Provincia di Grosseto,PROVINCIA DI GROSSETO,Province/Città metropolitane,Province/Città metropolitane,Province/Città metropolitane,Grosseto,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,Coordinatore della Rete antiviolenza,
005_0002,09_GROSSETO 2022 fpdf.txt,Azienda USL Toscana Sud est,Azienda USL Toscana Sud est,AZIENDA USL TOSCANA SUD EST,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,valido_localizzato,attore,1,0,0,,,
005_0003,09_GROSSETO 2022 fpdf.txt,Centro antiviolenza “Olympia de Gouges” di Grosseto e Orbetello,"Centro antiviolenza ""Olympia de Gouges"" di Grosseto e Orbetello","CENTRO ANTIVIOLENZA ""OLYMPIA DE GOUGES"" DI GROSSETO E ORBETELLO",CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e Case Rifugio,,Grosseto,Toscana,nome,valido_localizzato,attore,1,0,0,,,
005_0004,09_GROSSETO 2022 fpdf.txt,Centro antiviolenza “Tutto é vita — Elisabetta Fiorilli” Grosseto,"Centro antiviolenza ""Tutto e vita — Elisabetta Fiorilli"" Grosseto","CENTRO ANTIVIOLENZA ""TUTTO E VITA — ELISABETTA FIORILLI"" GROSSETO",CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e Case Rifugio,Grosseto,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,92092530531
005_0005,09_GROSSETO 2022 fpdf.txt,Comune di Campagnatico,Comune di Campagnatico,COMUNE DI CAMPAGNATICO,Comuni,Comuni,Enti territoriali / servizi comunali,Campagnatico,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0006,09_GROSSETO 2022 fpdf.txt,Comune di Capalbio,Comune di Capalbio,COMUNE DI CAPALBIO,Comuni,Comuni,Enti territoriali / servizi comunali,Capalbio,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0007,09_GROSSETO 2022 fpdf.txt,Comune di Castiglione della Pescaia,Comune di Castiglione della Pescaia,COMUNE DI CASTIGLIONE DELLA PESCAIA,Comuni,Comuni,Enti territoriali / servizi comunali,Castiglione della Pescaia,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0008,09_GROSSETO 2022 fpdf.txt,Comune di Cinigiano,Comune di Cinigiano,COMUNE DI CINIGIANO,Comuni,Comuni,Enti territoriali / servizi comunali,Cinigiano,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0009,09_GROSSETO 2022 fpdf.txt,Comune di Civitella Paganico,Comune di Civitella Paganico,COMUNE DI CIVITELLA PAGANICO,Comuni,Comuni,Enti territoriali / servizi comunali,Civitella Paganico,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0010,09_GROSSETO 2022 fpdf.txt,Comune di Follonica,Comune di Follonica,COMUNE DI FOLLONICA,Comuni,Comuni,Enti territoriali / servizi comunali,Follonica,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0011,09_GROSSETO 2022 fpdf.txt,Comune di Gavorrano,Comune di Gavorrano,COMUNE DI GAVORRANO,Comuni,Comuni,Enti territoriali / servizi comunali,Gavorrano,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0012,09_GROSSETO 2022 fpdf.txt,Comune di Grosseto,Comune di Grosseto,COMUNE DI GROSSETO,Comuni,Comuni,Enti territoriali / servizi comunali,Grosseto,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0013,09_GROSSETO 2022 fpdf.txt,Comune di Isola del Giglio,Comune di Isola del Giglio,COMUNE DI ISOLA DEL GIGLIO,Comuni,Comuni,Enti territoriali / servizi comunali,Isola del Giglio,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0014,09_GROSSETO 2022 fpdf.txt,Comune di Magliano in Toscana,Comune di Magliano in Toscana,COMUNE DI MAGLIANO IN TOSCANA,Comuni,Comuni,Enti territoriali / servizi comunali,Magliano in Toscana,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0015,09_GROSSETO 2022 fpdf.txt,Comune di Manciano,Comune di Manciano,COMUNE DI MANCIANO,Comuni,Comuni,Enti territoriali / servizi comunali,Manciano,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0016,09_GROSSETO 2022 fpdf.txt,Comune di Massa Marittima,Comune di Massa Marittima,COMUNE DI MASSA MARITTIMA,Comuni,Comuni,Enti territoriali / servizi comunali,Massa Marittima,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0017,09_GROSSETO 2022 fpdf.txt,Comune di Monte Argentario,Comune di Monte Argentario,COMUNE DI MONTE ARGENTARIO,Comuni,Comuni,Enti territoriali / servizi comunali,Monte Argentario,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0018,09_GROSSETO 2022 fpdf.txt,Comune di Monterotondo Marittimo,Comune di Monterotondo Marittimo,COMUNE DI MONTEROTONDO MARITTIMO,Comuni,Comuni,Enti territoriali / servizi comunali,Monterotondo Marittimo,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0019,09_GROSSETO 2022 fpdf.txt,Comune di Montieri,Comune di Montieri,COMUNE DI MONTIERI,Comuni,Comuni,Enti territoriali / servizi comunali,Montieri,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0020,09_GROSSETO 2022 fpdf.txt,Comune di Orbetello,Comune di Orbetello,COMUNE DI ORBETELLO,Comuni,Comuni,Enti territoriali / servizi comunali,Orbetello,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0021,09_GROSSETO 2022 fpdf.txt,Comune di Pitigliano,Comune di Pitigliano,COMUNE DI PITIGLIANO,Comuni,Comuni,Enti territoriali / servizi comunali,Pitigliano,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0022,09_GROSSETO 2022 fpdf.txt,Comune di Scansano,Comune di Scansano,COMUNE DI SCANSANO,Comuni,Comuni,Enti territoriali / servizi comunali,Scansano,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0023,09_GROSSETO 2022 fpdf.txt,Comune di Scarlino,Comune di Scarlino,COMUNE DI SCARLINO,Comuni,Comuni,Enti territoriali / servizi comunali,Scarlino,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0024,09_GROSSETO 2022 fpdf.txt,Unione dei comuni Montani Amiata Grossetana,Unione dei comuni Montani Amiata Grossetana,UNIONE DEI COMUNI MONTANI AMIATA GROSSETANA,Unione dei Comuni,Enti territoriali sovracomunali,Enti territoriali sovracomunali,,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0025,09_GROSSETO 2022 fpdf.txt,Comune di Sorano,Comune di Sorano,COMUNE DI SORANO,Comuni,Comuni,Enti territoriali / servizi comunali,Sorano,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0026,09_GROSSETO 2022 fpdf.txt,Centro Antiviolenza di Grosseto,Centro Antiviolenza di Grosseto,CENTRO ANTIVIOLENZA DI GROSSETO,CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e Case Rifugio,Grosseto,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,Articolazione di Olympia de Gouges,
005_0027,09_GROSSETO 2022 fpdf.txt,Centro Antiviolenza di Orbetello,Centro Antiviolenza di Orbetello,CENTRO ANTIVIOLENZA DI ORBETELLO,CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e Case Rifugio,Orbetello,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,Articolazione di Olympia de Gouges,
005_0028,09_GROSSETO 2022 fpdf.txt,Centro antiviolenza di Mantepescali,Centro antiviolenza di Mantepescali,CENTRO ANTIVIOLENZA DI MANTEPESCALI,CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e Case Rifugio,Mantepescali,,Toscana,json,valido_localizzato,attore,1,0,0,,Articolazione di Tutto é vita — Elisabetta Fiorilli,
005_0029,09_GROSSETO 2022 fpdf.txt,Punto di ascolto territoriale di Grosseto,Punto di ascolto territoriale di Grosseto,PUNTO DI ASCOLTO TERRITORIALE DI GROSSETO,Centri/Sportelli di ascolto,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Grosseto,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,Articolazione di Tutto é vita — Elisabetta Fiorilli,
005_0030,09_GROSSETO 2022 fpdf.txt,Punto di Ascolto territoriale di Follonica,Punto di Ascolto territoriale di Follonica,PUNTO DI ASCOLTO TERRITORIALE DI FOLLONICA,Centri/Sportelli di ascolto,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Follonica,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,Articolazione di Olympia de Gouges,
005_0031,09_GROSSETO 2022 fpdf.txt,Punto di Ascolto territoriale di Arcidosso,Punto di Ascolto territoriale di Arcidosso,PUNTO DI ASCOLTO TERRITORIALE DI ARCIDOSSO,Centri/Sportelli di ascolto,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Arcidosso,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,Articolazione di Olympia de Gouges,
005_0032,09_GROSSETO 2022 fpdf.txt,Punto di Ascolto territoriale di Manciano,Punto di Ascolto territoriale di Manciano,PUNTO DI ASCOLTO TERRITORIALE DI MANCIANO,Centri/Sportelli di ascolto,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Manciano,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,Articolazione di Olympia de Gouges,
005_0033,09_GROSSETO 2022 fpdf.txt,Punto di Ascolto territoriale di Capalbio,Punto di Ascolto territoriale di Capalbio,PUNTO DI ASCOLTO TERRITORIALE DI CAPALBIO,Centri/Sportelli di ascolto,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Capalbio,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,Articolazione di Olympia de Gouges,
005_0034,09_GROSSETO 2022 fpdf.txt,Ufficio Scolastico Provinciale di Grosseto,Ufficio Scolastico Provinciale di Grosseto,UFFICIO SCOLASTICO PROVINCIALE DI GROSSETO,Scuole/Ufficio scolastico provinciale e regionale,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali,Grosseto,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,,
005_0035,09_GROSSETO 2022 fpdf.txt,Regione Toscana,Regione Toscana,REGIONE TOSCANA,Regioni/Province Autonome,Regioni/Province Autonome,Regioni/Province Autonome,,,Toscana,nome,valido_localizzato,,0,0,0,,,
005_0036,09_GROSSETO 2022 fpdf.txt,Articolazioni zonali delle conferenze dei sindaci del territorio provinciale,Articolazioni zonali delle conferenze dei sindaci del territorio provinciale,ARTICOLAZIONI ZONALI DELLE CONFERENZE DEI SINDACI DEL TERRITORIO PROVINCIALE,Altro,Altro,Altro,,,Toscana,nome,valido_localizzato,,0,0,0,,citato tra i soggetti dei precedenti protocolli,
005_0037,09_GROSSETO 2022 fpdf.txt,Azienda USL n.9 di Grosseto,Azienda USL n.9 di Grosseto,AZIENDA USL N.9 DI GROSSETO,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,Grosseto,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,citato tra i soggetti dei precedenti protocolli,
005_0038,09_GROSSETO 2022 fpdf.txt,Associazione Olympia de Gouges,Associazione Olympia de Gouges,ASSOCIAZIONE OLYMPIA DE GOUGES,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Grosseto,Grosseto,Toscana,json,valido_localizzato,attore,1,0,0,,gestore del centro antiviolenza 'Olympia de Gouges',92037730535
005_0039,09_GROSSETO 2022 fpdf.txt,Ascom,Ascom,ASCOM,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo,,,Toscana,nome,valido_localizzato,,0,0,0,,citato tra i soggetti dei precedenti protocolli,
005_0040,09_GROSSETO 2022 fpdf.txt,CIA,CIA,CIA,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo,,,Toscana,nome,valido_localizzato,,0,0,0,,citato tra i soggetti dei precedenti protocolli,
005_0041,09_GROSSETO 2022 fpdf.txt,Confesercenti,Confesercenti,CONFESERCENTI,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo,,,Toscana,nome,valido_localizzato,,0,0,0,,citato tra i soggetti dei precedenti protocolli,
005_0042,09_GROSSETO 2022 fpdf.txt,Federalberghi,Federalberghi,FEDERALBERGHI,Sindacati/Associazioni di categoria,Sindacati/Associazioni di categoria,Associazionismo,,,Toscana,nome,valido_localizzato,,0,0,0,,citato tra i soggetti dei precedenti protocolli,
005_0043,09_GROSSETO 2022 fpdf.txt,Polizia provinciale,Polizia provinciale,POLIZIA PROVINCIALE,Polizia Municipale,Polizia provinciale,Province/Città metropolitane,,,Toscana,nome,valido_localizzato,,0,0,0,,citato tra i soggetti dei precedenti protocolli,
005_0044,09_GROSSETO 2022 fpdf.txt,Associazione P.A. Humanitas,Associazione P.A. Humanitas,ASSOCIAZIONE P.A. HUMANITAS,Ente terzo settore - ETS (iscritto al RUNTS),Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,,,Toscana,nome,valido_localizzato,,0,0,0,,citato tra i soggetti dei precedenti protocolli,
005_0045,09_GROSSETO 2022 fpdf.txt,Corte d'Appello di Firenze,Corte d'Appello di Firenze,CORTE D'APPELLO DI FIRENZE,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,Firenze,Firenze,Toscana,json,valido_localizzato,,0,0,0,,,
005_0046,09_GROSSETO 2022 fpdf.txt,Procura Generale della Repubblica presso la Corte d'Appello di Firenze,Procura Generale della Repubblica presso la Corte d'Appello di Firenze,PROCURA GENERALE DELLA REPUBBLICA PRESSO LA CORTE D'APPELLO DI FIRENZE,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,Firenze,Firenze,Toscana,json,valido_localizzato,,0,0,0,,,
005_0047,09_GROSSETO 2022 fpdf.txt,Procure della Repubblica presso il Tribunale del Distretto,Procure della Repubblica presso il Tribunale del Distretto,PROCURE DELLA REPUBBLICA PRESSO IL TRIBUNALE DEL DISTRETTO,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,,,Toscana,nome,valido_localizzato,,0,0,0,,,
005_0048,09_GROSSETO 2022 fpdf.txt,Procura della Repubblica per i Minorenni di Firenze,Procura della Repubblica per i Minorenni di Firenze,PROCURA DELLA REPUBBLICA PER I MINORENNI DI FIRENZE,Procura Minorile/Tribunale minorile,Procura Minorile/Tribunale minorile,Giustizia e forze dell'ordine,Firenze,Firenze,Toscana,json,valido_localizzato,,0,0,0,,,
005_0049,09_GROSSETO 2022 fpdf.txt,Procura Generale presso la Corte d'Appello di Genova,Procura Generale presso la Corte d'Appello di Genova,PROCURA GENERALE PRESSO LA CORTE D'APPELLO DI GENOVA,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,Genova,Genova,Liguria,json,valido_localizzato,,0,0,0,,,
005_0050,09_GROSSETO 2022 fpdf.txt,Procura della Repubblica presso il Tribunale di Massa,Procura della Repubblica presso il Tribunale di Massa,PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE DI MASSA,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,Massa,Massa-Carrara,Toscana,json,valido_localizzato,,0,0,0,,,
006_0001,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Comune di Livorno,Comune di Livorno,COMUNE DI LIVORNO,Comuni,Comuni,Enti territoriali / servizi comunali,Livorno,Livorno,Toscana,json,valido_localizzato,attore,1,0,0,Comune di Livorno,Coordinatore logistico e operativo del protocollo,
006_0002,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Provincia di Livorno,Provincia di Livorno,PROVINCIA DI LIVORNO,Province/Città metropolitane,Province/Città metropolitane,Province/Città metropolitane,Livorno,Livorno,Toscana,json,valido_localizzato,attore,1,0,0,,,
006_0003,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Prefettura di Livorno - Ufficio Territoriale del Governo,Prefettura di Livorno - Ufficio Territoriale del Governo,PREFETTURA DI LIVORNO - UFFICIO TERRITORIALE DEL GOVERNO,Prefettura,Prefettura,Giustizia e forze dell'ordine,,Livorno,Toscana,nome,valido_localizzato,attore,1,0,0,,,
006_0004,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Questura di Livorno,Questura di Livorno,QUESTURA DI LIVORNO,Questura,Questura,Giustizia e forze dell'ordine,Livorno,Livorno,Toscana,json,valido_localizzato,attore,1,0,0,,,
006_0005,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Tribunale di Livorno,Tribunale di Livorno,TRIBUNALE DI LIVORNO,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,Livorno,Livorno,Toscana,json,valido_localizzato,attore,1,0,0,,,
006_0006,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Azienda USL Toscana Nord Ovest (AUSL TNO),Azienda USL Toscana Nord Ovest (AUSL TNO,AZIENDA USL TOSCANA NORD OVEST (AUSL TNO,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,valido_localizzato,attore,1,0,0,,,
006_0007,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Università degli Studi di Firenze,Università degli Studi di Firenze,UNIVERSITA DEGLI STUDI DI FIRENZE,Università,Università,Altri attori istituzionali / professionali,Firenze,Firenze,Toscana,json,valido_localizzato,attore,1,0,0,,,
006_0008,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Filiale di Livorno della Banca d'Italia,Filiale di Livorno della Banca d'Italia,FILIALE DI LIVORNO DELLA BANCA D'ITALIA,Altro,Altro,Altro,,Livorno,Toscana,nome,valido_localizzato,attore,1,0,0,,,
006_0009,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Consigliera di Parità della Provincia di Livorno,Consigliera di Parità della Provincia di Livorno,CONSIGLIERA DI PARITA DELLA PROVINCIA DI LIVORNO,Organismi di parità,Organismi di parità,Altri attori istituzionali / professionali,Livorno,Livorno,Toscana,json,valido_localizzato,attore,1,0,0,,,
006_0010,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,ARTI Servizi per il Lavoro di GR-LI,ARTI Servizi per il Lavoro di GR-LI,ARTI SERVIZI PER IL LAVORO DI GR-LI,Servizi per l'impiego,Servizi per l'impiego,Sanità e servizi territoriali,,,Toscana,nome,valido_localizzato,attore,1,0,0,,Include il Centro per l’Impiego di Livorno,
006_0011,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Comando Provinciale Carabinieri di Livorno,Comando Provinciale Carabinieri di Livorno,COMANDO PROVINCIALE CARABINIERI DI LIVORNO,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,Livorno,Livorno,Toscana,json,valido_localizzato,attore,1,0,0,,,
006_0012,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Comando Polizia Municipale,Comando Polizia Municipale,COMANDO POLIZIA MUNICIPALE,Polizia Municipale,Polizia Municipale,Enti territoriali / servizi comunali,,,Toscana,nome,valido_localizzato,attore,1,0,0,,,
006_0013,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Ippogrifo APS,Ippogrifo APS,IPPOGRIFO APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Livorno,Livorno,Toscana,json,valido_localizzato,attore,1,0,0,,Centro antiviolenza e casa rifugio,00885860494
006_0014,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Associazione Randi APS,Associazione Randi APS,ASSOCIAZIONE RANDI APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Livorno,Livorno,Toscana,json,valido_localizzato,attore,1,0,0,,Centro antiviolenza e casa rifugio,92054970493
006_0015,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Associazione LUI APS,Associazione LUI APS,ASSOCIAZIONE LUI APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Livorno,Livorno,Toscana,json,valido_localizzato,attore,1,0,0,,,92129790496
006_0016,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Associazione Psicosfera,Associazione Psicosfera,ASSOCIAZIONE PSICOSFERA,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Livorno,Livorno,Toscana,json,valido_localizzato,attore,1,0,0,,,92137360498
006_0017,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Centro per l'Impiego di Livorno,Centro per l'Impiego di Livorno,CENTRO PER L'IMPIEGO DI LIVORNO,Servizi per l'impiego,Servizi per l'impiego,Sanità e servizi territoriali,Livorno,Livorno,Toscana,json,valido_localizzato,attore,1,0,0,,Citato come servizio incluso in ARTI Servizi per il Lavoro,
006_0018,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Servizio Sanitario della Toscana,Servizio Sanitario della Toscana,SERVIZIO SANITARIO DELLA TOSCANA,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,generico,,0,0,0,,,
006_0019,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Regione Toscana,Regione Toscana,REGIONE TOSCANA,Regioni/Province Autonome,Regioni/Province Autonome,Regioni/Province Autonome,,,Toscana,nome,valido_localizzato,,0,0,0,,,
006_0020,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,Osservatorio Sociale Regionale,Osservatorio Sociale Regionale,OSSERVATORIO SOCIALE REGIONALE,Altro,Altro,Altro,,,Toscana,nome,valido_localizzato,,0,0,0,,Supporto monitoraggio dati,
007_0001,09_LUCCA PROV.txt,Provincia di Lucca,Provincia di Lucca,PROVINCIA DI LUCCA,Province/Città metropolitane,Province/Città metropolitane,Province/Città metropolitane,Lucca,Lucca,Toscana,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,"Ente promotore, coordinamento politico del tavolo",
007_0002,09_LUCCA PROV.txt,Prefettura di Lucca,Prefettura di Lucca,PREFETTURA DI LUCCA,Prefettura,Prefettura,Giustizia e forze dell'ordine,Lucca,Lucca,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
007_0003,09_LUCCA PROV.txt,Procura della Repubblica,Procura della Repubblica,PROCURA DELLA REPUBBLICA,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,,,Toscana,nome,generico,firmatario|attore,1,1,0,,,
007_0004,09_LUCCA PROV.txt,Questura di Lucca,Questura di Lucca,QUESTURA DI LUCCA,Questura,Questura,Giustizia e forze dell'ordine,Lucca,Lucca,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
007_0005,09_LUCCA PROV.txt,Arma dei Carabinieri-Comando provinciale di Lucca,Arma dei Carabinieri-Comando provinciale di Lucca,ARMA DEI CARABINIERI-COMANDO PROVINCIALE DI LUCCA,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,Lucca,Lucca,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
007_0006,09_LUCCA PROV.txt,Conferenza dei Sindaci ASL 2 zona Piana di Lucca,Conferenza dei Sindaci ASL 2 zona Piana di Lucca,CONFERENZA DEI SINDACI ASL 2 ZONA PIANA DI LUCCA,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,Lucca,Lucca,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
