regione,provincia,macro_categoria,tipo_standard,nome_canonico,file,n_record_aggregati
Emilia-Romagna,Modena,Enti territoriali / servizi comunali,Comuni,Comune di Modena,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Molinella,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Rimini,Enti territoriali / servizi comunali,Comuni,Comune di Mondaino,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Monghidoro,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Monte San Pietro,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Rimini,Enti territoriali / servizi comunali,Comuni,Comune di Montefiore Conca,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Rimini,Enti territoriali / servizi comunali,Comuni,Comune di Montegridolfo,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Monterenzio,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Rimini,Enti territoriali / servizi comunali,Comuni,Comune di Montescudo-Montecolombo,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Modena,Enti territoriali / servizi comunali,Comuni,Comune di Montese,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Monzuno,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Rimini,Enti territoriali / servizi comunali,Comuni,Comune di Morciano di Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Mordano,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Rimini,Enti territoriali / servizi comunali,Comuni,Comune di Novafeltria,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Ozzano dell'Emilia,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Piacenza,Enti territoriali / servizi comunali,Comuni,Comune di Piacenza,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt | 08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt | 08_2406_rta_08_241015092005_4166---DG216-2024.txt,3
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Pianoro,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Pieve di Cento,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ravenna,Enti territoriali / servizi comunali,Comuni,Comune di Ravenna,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,,Enti territoriali / servizi comunali,Comuni,Comune di Reggio Emilia,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Rimini,Enti territoriali / servizi comunali,Comuni,Comune di Riccione,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Rimini,Enti territoriali / servizi comunali,Comuni,Comune di Rimini,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Ravenna,Enti territoriali / servizi comunali,Comuni,Comune di Riolo Terme,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Ferrara,Enti territoriali / servizi comunali,Comuni,Comune di Riva del Po,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Ravenna,Enti territoriali / servizi comunali,Comuni,Comune di Russi,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Sala Bolognese,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Rimini,Enti territoriali / servizi comunali,Comuni,Comune di Saludecio,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di San Benedetto Val di Sambro,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Modena,Enti territoriali / servizi comunali,Comuni,Comune di San Cesario sul Panaro,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Rimini,Enti territoriali / servizi comunali,Comuni,Comune di San Clemente,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di San Giorgio di Piano,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Rimini,Enti territoriali / servizi comunali,Comuni,Comune di San Giovanni in Marignano,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di San Giovanni in Persiceto,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di San Lazzaro di Savena,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,3
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di San Pietro in Casale,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Sant'Agata Bolognese,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Rimini,Enti territoriali / servizi comunali,Comuni,Comune di Santarcangelo di Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Sasso Marconi,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,2
Emilia-Romagna,Modena,Enti territoriali / servizi comunali,Comuni,Comune di Sassuolo,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Ravenna,Enti territoriali / servizi comunali,Comuni,Comune di Solarolo,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Ferrara,Enti territoriali / servizi comunali,Comuni,Comune di Tresignana,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Valsamoggia,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Vergato,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Rimini,Enti territoriali / servizi comunali,Comuni,Comune di Verucchio,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Ferrara,Enti territoriali / servizi comunali,Comuni,Comune di Voghiera,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Comuni,Comune di Zola Predosa,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ravenna,Enti territoriali / servizi comunali,Polizia Municipale,Comando di Polizia Municipale di Brisighella,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Ravenna,Enti territoriali / servizi comunali,Polizia Municipale,Comando di Polizia Municipale di Casola Valsenio,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Ravenna,Enti territoriali / servizi comunali,Polizia Municipale,Comando di Polizia Municipale di Castel Bolognese,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Ravenna,Enti territoriali / servizi comunali,Polizia Municipale,Comando di Polizia Municipale di Faenza,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Ravenna,Enti territoriali / servizi comunali,Polizia Municipale,Comando di Polizia Municipale di Riolo Terme,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Ravenna,Enti territoriali / servizi comunali,Polizia Municipale,Comando di Polizia Municipale di Solarolo,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,,Enti territoriali / servizi comunali,Polizia Municipale,Polizia Municipale,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Modena,Enti territoriali / servizi comunali,Polizia Municipale,Polizia Municipale Comune di Cavezzo,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Modena,Enti territoriali / servizi comunali,Polizia Municipale,Polizia Municipale Comune di Finale Emilia,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,,Enti territoriali / servizi comunali,Servizi sociali comunali,ASP Circondario Imolese,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Servizi sociali comunali,ASP Città di Bologna,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Enti territoriali / servizi comunali,Servizi sociali comunali,Consorzio Servizi Sociali di Imola,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,,Enti territoriali / servizi comunali,Servizi sociali comunali,Poli territoriali di Servizio Sociale,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Modena,Enti territoriali / servizi comunali,Servizi sociali comunali,Servizi Sociali Comune di Camposanto,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Modena,Enti territoriali / servizi comunali,Servizi sociali comunali,Servizi Sociali Comune di Cavezzo,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,,Enti territoriali / servizi comunali,Servizi sociali comunali,Servizi Sociali Comune di Concordia,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Modena,Enti territoriali / servizi comunali,Servizi sociali comunali,Servizi Sociali Comune di Finale Emilia,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Modena,Enti territoriali / servizi comunali,Servizi sociali comunali,Servizi Sociali Comune di Medolla,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Modena,Enti territoriali / servizi comunali,Servizi sociali comunali,Servizi Sociali Comune di Mirandola,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Modena,Enti territoriali / servizi comunali,Servizi sociali comunali,Servizi Sociali Comune di San Felice Panaro,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Modena,Enti territoriali / servizi comunali,Servizi sociali comunali,Servizi Sociali Comune di San Possidonio,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Modena,Enti territoriali / servizi comunali,Servizi sociali comunali,Servizi Sociali Comune di San Prospero,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,,Enti territoriali / servizi comunali,Servizi sociali comunali,Servizi Sociali del Comune di residenza,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,,Enti territoriali / servizi comunali,Servizi sociali comunali,Servizi Sociali di competenza,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,Enti territoriali / servizi comunali,Servizi sociali comunali,Servizi di tutela minori,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,,Enti territoriali / servizi comunali,Servizi sociali comunali,Servizi sociali dei Comuni,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt | 08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,2
Emilia-Romagna,,Enti territoriali / servizi comunali,Servizi sociali comunali,Servizio Sociale Associato,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,,Enti territoriali / servizi comunali,Servizi sociali comunali,"Servizio Sociale Associato dei Comuni di Ravenna, Cervia e Russi",08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,,Enti territoriali / servizi comunali,Servizi sociali comunali,Servizio Sociale Ospedaliero,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,Enti territoriali / servizi comunali,Servizi sociali comunali,Sportelli Sociali,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Bologna,Enti territoriali sovracomunali,Enti territoriali sovracomunali,Nuovo Circondario Imolese,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Modena,Enti territoriali sovracomunali,Enti territoriali sovracomunali,Unione Comuni del Sorbara,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Bologna,Enti territoriali sovracomunali,Enti territoriali sovracomunali,Unione Reno Galliera,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,2
Emilia-Romagna,Forli-Cesena,Enti territoriali sovracomunali,Enti territoriali sovracomunali,Unione Rubicone e Mare,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Bologna,Enti territoriali sovracomunali,Enti territoriali sovracomunali,Unione Terre d'Acqua,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Modena,Enti territoriali sovracomunali,Enti territoriali sovracomunali,Unione Terre di Castelli,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Ferrara,Enti territoriali sovracomunali,Enti territoriali sovracomunali,Unione Terre e Fiumi,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Modena,Enti territoriali sovracomunali,Enti territoriali sovracomunali,Unione dei Comuni Modenesi Area Nord,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Bologna,Enti territoriali sovracomunali,Enti territoriali sovracomunali,"Unione dei Comuni Valli del Reno, Lavino e Samoggia",08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Modena,Enti territoriali sovracomunali,Enti territoriali sovracomunali,Unione dei Comuni del Distretto Ceramico,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Modena,Enti territoriali sovracomunali,Enti territoriali sovracomunali,Unione dei Comuni del Frignano,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Bologna,Enti territoriali sovracomunali,Enti territoriali sovracomunali,Unione dei Comuni dell'Appennino bolognese,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ravenna,Enti territoriali sovracomunali,Enti territoriali sovracomunali,Unione dei Comuni della Bassa Romagna,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,Ravenna,Enti territoriali sovracomunali,Enti territoriali sovracomunali,Unione dei Comuni della Romagna Faentina,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,Modena,Enti territoriali sovracomunali,Enti territoriali sovracomunali,Unione delle Terre d'Argine,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,,Giustizia e forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Arma dei Carabinieri,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Bologna,Giustizia e forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,"Arma dei Carabinieri, Comando Provinciale di Bologna",08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ravenna,Giustizia e forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri del territorio della provincia di Ravenna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,,Giustizia e forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Comando Prov.le Carabinieri,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,,Giustizia e forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Comando Prov.le Guardia di Finanza,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,,Giustizia e forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Comando Provinciale Carabinieri di Reggio Emilia,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,Giustizia e forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Comando Provinciale dei Carabinieri,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ferrara,Giustizia e forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Comando Provinciale dei Carabinieri di Ferrara,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt | 08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2
Emilia-Romagna,Modena,Giustizia e forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Comando Provinciale dei Carabinieri di Modena,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Rimini,Giustizia e forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Comando Provinciale dei Carabinieri di Rimini,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,,Giustizia e forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Comando Provinciale dell'Arma dei Carabinieri,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Emilia-Romagna,,Giustizia e forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Comando Provinciale della Guardia Finanza,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Emilia-Romagna,Ferrara,Giustizia e forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Comando Provinciale della Guardia di Finanza di Ferrara,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Emilia-Romagna,Bologna,Giustizia e forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Comando provinciale dei Carabinieri di Bologna,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ravenna,Giustizia e forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Commissariato di P.S. di Faenza,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Modena,Giustizia e forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Guardia di Finanza di Modena,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,,Giustizia e forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Sezione della Squadra Mobile - Ufficio Minori,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,Giustizia e forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Squadra Mobile,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,Giustizia e forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Stazione dei Carabinieri,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Rimini,Giustizia e forze dell'ordine,Ordine avvocati,Avvocati,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,Giustizia e forze dell'ordine,Ordine avvocati,Ordine degli Avvocati,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Ferrara,Giustizia e forze dell'ordine,Ordine avvocati,Ordine degli Avvocati di Ferrara,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt | 08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2
Emilia-Romagna,,Giustizia e forze dell'ordine,Ordine avvocati,Ordine degli Avvocati di Reggio Emilia,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,Giustizia e forze dell'ordine,Prefettura,Prefettura - Ufficio territoriale del Governo di Forli-Cesena,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Piacenza,Giustizia e forze dell'ordine,Prefettura,Prefettura - Ufficio territoriale del Governo di Piacenza,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Emilia-Romagna,Bologna,Giustizia e forze dell'ordine,Prefettura,Prefettura di Bologna,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ferrara,Giustizia e forze dell'ordine,Prefettura,Prefettura di Ferrara,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt | 08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2
Emilia-Romagna,Modena,Giustizia e forze dell'ordine,Prefettura,Prefettura di Modena,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Piacenza,Giustizia e forze dell'ordine,Prefettura,Prefettura di Piacenza,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
Emilia-Romagna,Ravenna,Giustizia e forze dell'ordine,Prefettura,Prefettura di Ravenna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,,Giustizia e forze dell'ordine,Prefettura,Prefettura di Reggio Emilia,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Rimini,Giustizia e forze dell'ordine,Prefettura,Prefettura di Rimini,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,,Giustizia e forze dell'ordine,Procura Minorile/Tribunale minorile,Procura dei Minori,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Bologna,Giustizia e forze dell'ordine,Procura Minorile/Tribunale minorile,Procura della Repubblica presso il Tribunale per i Minorenni dell'Emilia Romagna di Bologna,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Emilia-Romagna,Bologna,Giustizia e forze dell'ordine,Procura Minorile/Tribunale minorile,Procura presso il Tribunale dei minori di Bologna,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Giustizia e forze dell'ordine,Procura Minorile/Tribunale minorile,Tribunale dei Minori di Bologna,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,Giustizia e forze dell'ordine,Procura Minorile/Tribunale minorile,Tribunale per i Minorenni,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Bologna,Giustizia e forze dell'ordine,Procura Minorile/Tribunale minorile,Tribunale per i Minorenni dell'Emilia Romagna di Bologna,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Emilia-Romagna,Rimini,Giustizia e forze dell'ordine,Procura Ordinaria/Tribunale/Corte d'appello,Presidenza del Tribunale di Rimini,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
